campaign_id,candidate_id,signal_time,entry_time,elapsed_seconds,intended_entry_price,actual_entry_price,move_from_intended_entry_r,structure_valid_at_entry,final_action,regime_at_signal,regime_at_entry,regime_changed,lifecycle_state_at_signal,lifecycle_state_at_entry,lifecycle_changed,location_at_signal,location_at_entry,exhaustion_state_at_signal,exhaustion_state_at_entry,timing_state_at_signal,timing_state_at_entry,htf_state_at_signal,htf_state_at_entry,structure_state_at_signal,structure_state_at_entry,pressure_state_at_signal,pressure_state_at_entry,final_arbiter_location,final_arbiter_pressure,final_arbiter_exhaustion_pct,final_arbiter_decision,learned_trend_health,learned_pullback_completion_pct,learned_continuation_pct,learned_trap_risk_pct,learned_liquidity_sweep,learned_breakout_acceptance,entry_timing_classification,data_source
CAMP-47,"109812316|XAUUSD|20250401|M30_THREE_M10|2026.06.09_07:30:00|CORE|SELL|EVIDENCE=2089,2090,2091",2026.06.09 07:30:00,2026.06.09 07:33:00,180.0,4330.45,4326.33,0.217,true,ENTER_NOW,TREND_DN,TREND_DN,False,TREND_HEALTHY,,False,LOCATION_LATE,,EXHAUSTION_MODERATE,,TIMING_WAIT_PULLBACK,,HTF_ALIGNED,,STRUCTURE_SUPPORTS,,SELL_PRESSURE_MODERATE,,LOCATION_LATE,SELL_PRESSURE_MODERATE,58%,ALLOW,ALIGNED,25,30,40,UNKNOWN,UNCONFIRMED,LATE_ENTRY_CHASED_DURING_TIMER,EXACT_JOURNAL
CAMP-48,"109812316|XAUUSD|20250401|M30_THREE_M10|2026.06.09_10:00:00|CORE|SELL|EVIDENCE=2104,2105,2106",2026.06.09 10:00:30,2026.06.09 10:03:30,180.0,4332.05,4333.14,0.0,true,ENTER_NOW,TREND_DN,TREND_DN,False,,TREND_HEALTHY,False,LOCATION_RESET_PENDING,LOCATION_RESET_PENDING,EXHAUSTION_MODERATE,EXHAUSTION_MODERATE,TIMING_WAIT_PULLBACK,TIMING_WAIT_PULLBACK,HTF_TRANSITIONING,HTF_TRANSITIONING,STRUCTURE_STRONGLY_SUPPORTS,STRUCTURE_STRONGLY_SUPPORTS,PRESSURE_TRANSITIONING,PRESSURE_TRANSITIONING,LOCATION_RESET_PENDING,PRESSURE_TRANSITIONING,49%,ALLOW,ALIGNED,80,105,0,UNKNOWN,ACCEPTED,GOOD_TIMING_NEAR_SIGNAL_PRICE,EXACT_JOURNAL
CAMP-49,"109812316|XAUUSD|20250401|M30_THREE_M10|2026.06.09_10:30:00|CORE|SELL|EVIDENCE=2107,2108,2109",2026.06.09 10:30:30,2026.06.09 10:33:30,180.0,4329.58,4326.29,0.158,true,ENTER_NOW,TREND_DN,TREND_DN,False,,TRANSITION_NEUTRAL,False,LOCATION_RESET_PENDING,,EXHAUSTION_HIGH,,TIMING_WAIT_PULLBACK,,HTF_ALIGNED,,STRUCTURE_STRONGLY_SUPPORTS,,SELL_PRESSURE_STRONG,,LOCATION_RESET_PENDING,SELL_PRESSURE_STRONG,78%,ALLOW,ALIGNED,25,15,40,UNKNOWN,UNCONFIRMED,LATE_ENTRY_CHASED_DURING_TIMER,EXACT_JOURNAL
CAMP-50,"109812316|XAUUSD|20250401|M30_THREE_M10|2026.06.09_16:30:00|CORE|SELL|EVIDENCE=2143,2144,2145",2026.06.09 16:30:30,2026.06.09 16:33:00,150.0,4329.9,4330.92,0.0,true,ENTER_NOW,TREND_DN,TREND_DN,False,,TREND_MATURE,False,LOCATION_RESET_CONFIRMED,LOCATION_RESET_CONFIRMED,EXHAUSTION_MODERATE,EXHAUSTION_MODERATE,TIMING_WAIT_PULLBACK,TIMING_WAIT_PULLBACK,HTF_ALIGNED,HTF_ALIGNED,STRUCTURE_SUPPORTS,STRUCTURE_SUPPORTS,SELL_PRESSURE_MODERATE,SELL_PRESSURE_MODERATE,LOCATION_RESET_CONFIRMED,SELL_PRESSURE_MODERATE,58%,ALLOW,ALIGNED,80,90,0,UNKNOWN,ACCEPTED,GOOD_TIMING_NEAR_SIGNAL_PRICE,EXACT_JOURNAL
CAMP-51,"109812316|XAUUSD|20250401|M30_THREE_M10|2026.06.11_09:00:00|CORE|SELL|EVIDENCE=2362,2363,2364",2026.06.11 09:00:30,2026.06.11 09:03:30,180.0,4094.41,4089.17,0.19,true,ENTER_NOW,TREND_DN,TREND_DN,False,,,False,LOCATION_EXTREME,,EXHAUSTION_MODERATE,,TIMING_WAIT_PULLBACK,,HTF_ALIGNED,,STRUCTURE_SUPPORTS,,PRESSURE_BALANCED,,LOCATION_EXTREME,PRESSURE_BALANCED,60%,ALLOW,ALIGNED,80,75,0,UNKNOWN,ACCEPTED,LATE_ENTRY_CHASED_DURING_TIMER,EXACT_JOURNAL
CAMP-52,"109812316|XAUUSD|20250401|M30_THREE_M10|2026.06.11_09:30:00|CORE|SELL|EVIDENCE=2365,2366,2367",2026.06.11 09:30:00,2026.06.11 09:33:00,180.0,4086.66,4087.19,0.0,true,ENTER_NOW,TREND_DN,TREND_DN,False,TREND_MATURE,,False,LOCATION_LATE,,EXHAUSTION_HIGH,,TIMING_READY,,HTF_ALIGNED,,STRUCTURE_SUPPORTS,,PRESSURE_BALANCED,,LOCATION_LATE,PRESSURE_BALANCED,68%,ALLOW,ALIGNED,25,15,40,UNKNOWN,UNCONFIRMED,GOOD_TIMING_NEAR_SIGNAL_PRICE,EXACT_JOURNAL
CAMP-53,"109812316|XAUUSD|20250401|M30_THREE_M10|2026.06.11_12:00:00|CORE|SELL|EVIDENCE=2380,2381,2382",2026.06.11 12:00:00,2026.06.11 12:03:00,180.0,4084.54,4086.64,0.0,true,ENTER_NOW,TREND_DN,TREND_DN,False,TREND_MATURE,OPPOSITE_DIRECTION_FORMING,True,LOCATION_LATE,,EXHAUSTION_RESET_CONFIRMED,,TIMING_WAIT_PULLBACK,,HTF_ALIGNED,,STRUCTURE_SUPPORTS,,SELL_PRESSURE_STRONG,,LOCATION_LATE,SELL_PRESSURE_STRONG,73%,ALLOW,ALIGNED,80,90,0,UNKNOWN,ACCEPTED,GOOD_TIMING_NEAR_SIGNAL_PRICE,EXACT_JOURNAL
CAMP-54,"109812316|XAUUSD|20250401|M30_THREE_M10|2026.06.12_04:30:00|CORE|SELL|EVIDENCE=2467,2468,2469",2026.06.12 04:30:00,2026.06.12 04:33:00,180.0,4180.89,4181.14,0.0,true,ENTER_NOW,BRKT_DN,BRKT_DN,False,OPPOSITE_DIRECTION_FORMING,OPPOSITE_DIRECTION_FORMING,False,LOCATION_RESET_PENDING,,EXHAUSTION_RESET_CONFIRMED,,TIMING_WAIT_PULLBACK,,HTF_TRANSITIONING,,STRUCTURE_OPPOSES,,PRESSURE_TRANSITIONING,,LOCATION_RESET_PENDING,PRESSURE_TRANSITIONING,95%,ALLOW,ALIGNED,80,90,20,UNKNOWN,ACCEPTED,GOOD_TIMING_NEAR_SIGNAL_PRICE,EXACT_JOURNAL
CAMP-55,"109812316|XAUUSD|20250401|M30_THREE_M10|2026.06.12_11:30:00|CORE|BUY|EVIDENCE=2509,2510,2511",2026.06.12 11:30:30,2026.06.12 11:33:00,150.0,4213.9,4218.53,0.157,true,ENTER_NOW,BRKT_UP,BRKT_UP,False,,,False,LOCATION_RESET_PENDING,,EXHAUSTION_HIGH,,TIMING_WAIT_PULLBACK,,HTF_TRANSITIONING,,STRUCTURE_SUPPORTS,,PRESSURE_TRANSITIONING,,LOCATION_RESET_PENDING,PRESSURE_TRANSITIONING,69%,ALLOW,OPPOSED,25,15,40,UNKNOWN,UNCONFIRMED,LATE_ENTRY_CHASED_DURING_TIMER,EXACT_JOURNAL
CAMP-56,"109812316|XAUUSD|20250401|M30_THREE_M10|2026.06.15_09:00:00|CORE|SELL|EVIDENCE=2608,2609,2610",2026.06.15 09:00:30,2026.06.15 09:03:00,150.0,4310.41,4311.86,0.0,true,ENTER_NOW,BRKT_DN,BRKT_DN,False,,OPPOSITE_DIRECTION_FORMING,False,LOCATION_RESET_PENDING,,EXHAUSTION_RESET_CONFIRMED,,TIMING_WAIT_PULLBACK,,HTF_TRANSITIONING,,STRUCTURE_OPPOSES,,PRESSURE_TRANSITIONING,,LOCATION_RESET_PENDING,PRESSURE_TRANSITIONING,100%,ALLOW,NEUTRAL,80,60,20,UNKNOWN,ACCEPTED,GOOD_TIMING_NEAR_SIGNAL_PRICE,EXACT_JOURNAL
CAMP-57,"109812316|XAUUSD|20250401|M30_THREE_M10|2026.06.15_09:30:00|CORE|SELL|EVIDENCE=2611,2612,2613",2026.06.15 09:30:30,2026.06.15 09:33:30,180.0,4305.02,4306.08,0.0,true,ENTER_NOW,TREND_UP,TREND_UP,False,,OPPOSITE_DIRECTION_FORMING,False,LOCATION_LATE,,EXHAUSTION_RESET_CONFIRMED,,TIMING_WAIT_PULLBACK,,HTF_NEUTRAL,,STRUCTURE_OPPOSES,,SELL_PRESSURE_STRONG,,LOCATION_LATE,SELL_PRESSURE_STRONG,77%,ALLOW,NEUTRAL,25,15,60,UNKNOWN,UNCONFIRMED,GOOD_TIMING_NEAR_SIGNAL_PRICE,EXACT_JOURNAL
CAMP-58,"109812316|XAUUSD|20250401|M30_THREE_M10|2026.06.15_15:00:00|CORE|SELL|EVIDENCE=2644,2645,2646",2026.06.15 15:00:30,2026.06.15 15:03:30,180.0,4336.31,4337.15,0.0,true,ENTER_NOW,TREND_UP,TREND_UP,False,,TREND_EXHAUSTING,False,LOCATION_LATE,LOCATION_LATE,EXHAUSTION_RESET_CONFIRMED,EXHAUSTION_RESET_CONFIRMED,TIMING_WAIT_CONFIRMATION,TIMING_WAIT_CONFIRMATION,HTF_NEUTRAL,HTF_NEUTRAL,STRUCTURE_OPPOSES,STRUCTURE_OPPOSES,SELL_PRESSURE_STRONG,SELL_PRESSURE_STRONG,LOCATION_LATE,SELL_PRESSURE_STRONG,94%,ALLOW,NEUTRAL,25,30,60,UNKNOWN,UNCONFIRMED,GOOD_TIMING_NEAR_SIGNAL_PRICE,EXACT_JOURNAL
CAMP-59,"109812316|XAUUSD|20250401|M30_THREE_M10|2026.06.15_19:30:00|CORE|SELL|EVIDENCE=2671,2672,2673",2026.06.15 19:30:30,2026.06.15 19:33:00,150.0,4342.43,4339.2,0.137,true,ENTER_NOW,TREND_UP,TREND_UP,False,,OPPOSITE_DIRECTION_FORMING,False,LOCATION_EXTREME,,EXHAUSTION_RESET_CONFIRMED,,TIMING_READY,,HTF_NEUTRAL,,STRUCTURE_OPPOSES,,SELL_PRESSURE_STRONG,,LOCATION_EXTREME,SELL_PRESSURE_STRONG,100%,ALLOW,NEUTRAL,80,60,20,UNKNOWN,ACCEPTED,MODERATE_DRIFT_DURING_TIMER,EXACT_JOURNAL
CAMP-60,"109812316|XAUUSD|20250401|M30_THREE_M10|2026.06.16_01:30:00|CORE|BUY|EVIDENCE=2695,2696,2697",2026.06.16 01:30:00,2026.06.16 01:33:00,180.0,4308.73,4309.34,0.037,true,ENTER_NOW,TREND_UP,TREND_UP,False,TRANSITION_NEUTRAL,TRANSITION_NEUTRAL,False,LOCATION_RESET_PENDING,LOCATION_RESET_PENDING,EXHAUSTION_HIGH,EXHAUSTION_HIGH,TIMING_WAIT_PULLBACK,TIMING_WAIT_PULLBACK,HTF_TRANSITIONING,HTF_TRANSITIONING,STRUCTURE_SUPPORTS,STRUCTURE_SUPPORTS,PRESSURE_TRANSITIONING,PRESSURE_TRANSITIONING,LOCATION_RESET_PENDING,PRESSURE_TRANSITIONING,71%,ALLOW,NEUTRAL,25,0,60,UNKNOWN,UNCONFIRMED,GOOD_TIMING_NEAR_SIGNAL_PRICE,EXACT_JOURNAL
CAMP-61,"109812316|XAUUSD|20250401|M30_THREE_M10|2026.06.16_02:00:00|CORE|BUY|EVIDENCE=2698,2699,2700",2026.06.16 02:00:30,2026.06.16 02:03:30,180.0,4312.89,4313.84,0.059,true,ENTER_NOW,TREND_UP,TREND_UP,False,,TRANSITION_NEUTRAL,False,LOCATION_RESET_PENDING,,EXHAUSTION_RESET_CONFIRMED,,TIMING_WAIT_CONFIRMATION,,HTF_TRANSITIONING,,STRUCTURE_SUPPORTS,,PRESSURE_TRANSITIONING,,LOCATION_RESET_PENDING,PRESSURE_TRANSITIONING,72%,ALLOW,NEUTRAL,25,15,20,UNKNOWN,UNCONFIRMED,MODERATE_DRIFT_DURING_TIMER,EXACT_JOURNAL
CAMP-62,"109812316|XAUUSD|20250401|M30_THREE_M10|2026.06.16_04:00:00|CORE|BUY|EVIDENCE=2710,2711,2712",2026.06.16 04:00:30,2026.06.16 04:03:30,180.0,4322.06,4325.1,0.205,true,ENTER_NOW,TREND_UP,TREND_UP,False,,TRANSITION_NEUTRAL,False,LOCATION_LATE,,EXHAUSTION_RESET_CONFIRMED,,TIMING_WAIT_PULLBACK,,HTF_TRANSITIONING,,STRUCTURE_SUPPORTS,,PRESSURE_TRANSITIONING,,LOCATION_LATE,PRESSURE_TRANSITIONING,81%,ALLOW,NEUTRAL,80,90,0,UNKNOWN,ACCEPTED,LATE_ENTRY_CHASED_DURING_TIMER,EXACT_JOURNAL
CAMP-63,"109812316|XAUUSD|20250401|M30_THREE_M10|2026.06.16_07:00:00|CORE|BUY|EVIDENCE=2728,2729,2730",2026.06.16 07:00:30,2026.06.16 07:03:00,150.0,4331.95,4330.32,0.0,true,ENTER_NOW,BRKT_UP,BRKT_UP,False,,TREND_MATURE,False,LOCATION_EXTREME,LOCATION_EXTREME,EXHAUSTION_MODERATE,EXHAUSTION_MODERATE,TIMING_WAIT_PULLBACK,TIMING_WAIT_PULLBACK,HTF_NEUTRAL,HTF_NEUTRAL,STRUCTURE_STRONGLY_SUPPORTS,STRUCTURE_STRONGLY_SUPPORTS,BUY_PRESSURE_MODERATE,BUY_PRESSURE_MODERATE,LOCATION_EXTREME,BUY_PRESSURE_MODERATE,47%,ALLOW,NEUTRAL,25,15,40,UNKNOWN,UNCONFIRMED,GOOD_TIMING_NEAR_SIGNAL_PRICE,EXACT_JOURNAL
CAMP-64,"109812316|XAUUSD|20250401|M30_THREE_M10|2026.06.16_11:30:00|CORE|BUY|EVIDENCE=2755,2756,2757",2026.06.16 11:30:30,2026.06.16 11:33:00,150.0,4341.33,4342.64,0.081,true,ENTER_NOW,TREND_UP,TREND_UP,False,,,False,LOCATION_ACCEPTABLE,LOCATION_ACCEPTABLE,EXHAUSTION_MODERATE,EXHAUSTION_MODERATE,TIMING_READY,TIMING_READY,HTF_NEUTRAL,HTF_NEUTRAL,STRUCTURE_SUPPORTS,STRUCTURE_SUPPORTS,BUY_PRESSURE_STRONG,BUY_PRESSURE_STRONG,LOCATION_ACCEPTABLE,BUY_PRESSURE_STRONG,51%,ALLOW,NEUTRAL,80,60,0,UNKNOWN,ACCEPTED,MODERATE_DRIFT_DURING_TIMER,EXACT_JOURNAL
CAMP-65,"109812316|XAUUSD|20250401|M30_THREE_M10|2026.06.16_17:00:00|CORE|SELL|EVIDENCE=2788,2789,2790",2026.06.16 17:00:30,2026.06.16 17:03:00,150.0,4335.26,4335.39,0.0,true,ENTER_NOW,TREND_UP,TREND_UP,False,,OPPOSITE_DIRECTION_FORMING,False,LOCATION_RESET_PENDING,,EXHAUSTION_RESET_CONFIRMED,,TIMING_WAIT_PULLBACK,,HTF_TRANSITIONING,,STRUCTURE_OPPOSES,,PRESSURE_TRANSITIONING,,LOCATION_RESET_PENDING,PRESSURE_TRANSITIONING,66%,ALLOW,NEUTRAL,80,75,20,UNKNOWN,ACCEPTED,GOOD_TIMING_NEAR_SIGNAL_PRICE,EXACT_JOURNAL
CAMP-66,"109812316|XAUUSD|20250401|M30_THREE_M10|2026.06.16_19:00:00|CORE|BUY|EVIDENCE=2800,2801,2802",2026.06.16 19:00:00,2026.06.16 19:03:00,180.0,4335.3,4337.71,0.099,true,ENTER_NOW,TREND_UP,TREND_UP,False,TRANSITION_NEUTRAL,TREND_MATURE,True,LOCATION_RESET_PENDING,LOCATION_RESET_PENDING,EXHAUSTION_MODERATE,EXHAUSTION_MODERATE,TIMING_WAIT_PULLBACK,TIMING_WAIT_PULLBACK,HTF_TRANSITIONING,HTF_TRANSITIONING,STRUCTURE_SUPPORTS,STRUCTURE_SUPPORTS,PRESSURE_TRANSITIONING,PRESSURE_TRANSITIONING,LOCATION_RESET_PENDING,PRESSURE_TRANSITIONING,47%,ALLOW,NEUTRAL,80,105,0,UNKNOWN,ACCEPTED,MODERATE_DRIFT_DURING_TIMER,EXACT_JOURNAL
CAMP-67,"109812316|XAUUSD|20250401|M30_THREE_M10|2026.06.16_19:30:00|CORE|BUY|EVIDENCE=2803,2804,2805",2026.06.16 19:30:30,2026.06.16 19:33:30,180.0,4343.76,4342.42,0.0,true,ENTER_NOW,TREND_UP,TREND_UP,False,,TREND_MATURE,False,LOCATION_LATE,LOCATION_LATE,EXHAUSTION_MODERATE,EXHAUSTION_MODERATE,TIMING_WAIT_PULLBACK,TIMING_WAIT_PULLBACK,HTF_NEUTRAL,HTF_NEUTRAL,STRUCTURE_SUPPORTS,STRUCTURE_SUPPORTS,BUY_PRESSURE_STRONG,BUY_PRESSURE_STRONG,LOCATION_LATE,BUY_PRESSURE_STRONG,51%,ALLOW,NEUTRAL,25,15,40,UNKNOWN,UNCONFIRMED,GOOD_TIMING_NEAR_SIGNAL_PRICE,EXACT_JOURNAL
CAMP-68,"109812316|XAUUSD|20250401|M30_THREE_M10|2026.06.17_10:00:00|CORE|BUY|EVIDENCE=2878,2879,2880",2026.06.17 10:00:30,2026.06.17 10:03:30,180.0,4331.07,4331.87,0.051,true,ENTER_NOW,TREND_UP,TREND_UP,False,,TRANSITION_NEUTRAL,False,LOCATION_RESET_PENDING,,EXHAUSTION_RESET_CONFIRMED,,TIMING_WAIT_PULLBACK,,HTF_TRANSITIONING,,STRUCTURE_SUPPORTS,,PRESSURE_TRANSITIONING,,LOCATION_RESET_PENDING,PRESSURE_TRANSITIONING,94%,ALLOW,NEUTRAL,80,75,0,UNKNOWN,ACCEPTED,MODERATE_DRIFT_DURING_TIMER,EXACT_JOURNAL
CAMP-69,"109812316|XAUUSD|20250401|M30_THREE_M10|2026.06.17_16:30:00|CORE|BUY|EVIDENCE=2917,2918,2919",2026.06.17 16:30:30,2026.06.17 16:33:30,180.0,4335.88,4336.29,0.025,true,ENTER_NOW,TREND_UP,TREND_UP,False,,TREND_MATURE,False,LOCATION_EXTREME,LOCATION_EXTREME,EXHAUSTION_HIGH,EXHAUSTION_HIGH,TIMING_WAIT_PULLBACK,TIMING_WAIT_PULLBACK,HTF_ALIGNED,HTF_ALIGNED,STRUCTURE_SUPPORTS,STRUCTURE_SUPPORTS,BUY_PRESSURE_STRONG,BUY_PRESSURE_STRONG,LOCATION_EXTREME,BUY_PRESSURE_STRONG,64%,ALLOW,ALIGNED,80,75,0,UNKNOWN,ACCEPTED,GOOD_TIMING_NEAR_SIGNAL_PRICE,EXACT_JOURNAL
CAMP-70,"109812316|XAUUSD|20250401|M30_THREE_M10|2026.06.17_17:00:00|CORE|BUY|EVIDENCE=2920,2921,2922",2026.06.17 17:00:30,2026.06.17 17:03:00,150.0,4339.27,4336.76,0.0,true,ENTER_NOW,TREND_UP,TREND_UP,False,,TREND_MATURE,False,LOCATION_LATE,LOCATION_LATE,EXHAUSTION_HIGH,EXHAUSTION_HIGH,TIMING_WAIT_PULLBACK,TIMING_WAIT_PULLBACK,HTF_ALIGNED,HTF_ALIGNED,STRUCTURE_SUPPORTS,STRUCTURE_SUPPORTS,BUY_PRESSURE_STRONG,BUY_PRESSURE_STRONG,LOCATION_LATE,BUY_PRESSURE_STRONG,64%,ALLOW,ALIGNED,25,15,40,UNKNOWN,UNCONFIRMED,GOOD_TIMING_NEAR_SIGNAL_PRICE,EXACT_JOURNAL
CAMP-71,"109812316|XAUUSD|20250401|M30_THREE_M10|2026.06.17_21:30:00|CORE|BUY|EVIDENCE=2947,2948,2949",2026.06.17 21:30:23,2026.06.17 21:32:53,150.0,4289.37,4300.26,0.23,true,ENTER_NOW,BRKT_DN,BRKT_DN,False,,TRANSITION_NEUTRAL,False,LOCATION_RESET_PENDING,,EXHAUSTION_HIGH,,TIMING_WAIT_CONFIRMATION,,HTF_TRANSITIONING,,STRUCTURE_SUPPORTS,,PRESSURE_TRANSITIONING,,LOCATION_RESET_PENDING,PRESSURE_TRANSITIONING,82%,ALLOW,ALIGNED,25,30,40,UNKNOWN,UNCONFIRMED,LATE_ENTRY_CHASED_DURING_TIMER,EXACT_JOURNAL
CAMP-72,"109812316|XAUUSD|20250401|M30_THREE_M10|2026.06.18_02:30:00|CORE|BUY|EVIDENCE=2965,2966,2967",2026.06.18 02:30:30,2026.06.18 02:33:00,150.0,4280.32,4280.39,0.002,true,ENTER_NOW,TREND_DN,TREND_DN,False,,OPPOSITE_DIRECTION_FORMING,False,LOCATION_RESET_PENDING,,EXHAUSTION_RESET_CONFIRMED,,TIMING_WAIT_CONFIRMATION,,HTF_TRANSITIONING,,STRUCTURE_OPPOSES,,PRESSURE_TRANSITIONING,,LOCATION_RESET_PENDING,PRESSURE_TRANSITIONING,99%,ALLOW,NEUTRAL,25,30,60,UNKNOWN,UNCONFIRMED,GOOD_TIMING_NEAR_SIGNAL_PRICE,EXACT_JOURNAL
CAMP-73,"109812316|XAUUSD|20250401|M30_THREE_M10|2026.06.18_03:30:00|CORE|BUY|EVIDENCE=2971,2972,2973",2026.06.18 03:30:30,2026.06.18 03:33:30,180.0,4302.94,4308.54,0.212,true,ENTER_NOW,TREND_DN,TREND_DN,False,,OPPOSITE_DIRECTION_FORMING,False,LOCATION_RESET_PENDING,,EXHAUSTION_RESET_CONFIRMED,,TIMING_WAIT_PULLBACK,,HTF_TRANSITIONING,,STRUCTURE_OPPOSES,,PRESSURE_TRANSITIONING,,LOCATION_RESET_PENDING,PRESSURE_TRANSITIONING,99%,ALLOW,NEUTRAL,80,75,20,UNKNOWN,ACCEPTED,LATE_ENTRY_CHASED_DURING_TIMER,EXACT_JOURNAL
CAMP-74,"109812316|XAUUSD|20250401|M30_THREE_M10|2026.06.18_04:30:00|CORE|BUY|EVIDENCE=2977,2978,2979",2026.06.18 04:30:30,2026.06.18 04:33:30,180.0,4320.14,4319.43,0.0,true,ENTER_NOW,TREND_DN,TREND_DN,False,,OPPOSITE_DIRECTION_FORMING,False,LOCATION_RESET_PENDING,,EXHAUSTION_RESET_CONFIRMED,,TIMING_WAIT_PULLBACK,,HTF_TRANSITIONING,,STRUCTURE_OPPOSES,,PRESSURE_TRANSITIONING,,LOCATION_RESET_PENDING,PRESSURE_TRANSITIONING,99%,ALLOW,NEUTRAL,25,30,20,UNKNOWN,UNCONFIRMED,GOOD_TIMING_NEAR_SIGNAL_PRICE,EXACT_JOURNAL
CAMP-75,"109812316|XAUUSD|20250401|M30_THREE_M10|2026.06.18_09:00:00|CORE|SELL|EVIDENCE=3004,3005,3006",2026.06.18 09:00:30,2026.06.18 09:03:00,150.0,4309.18,4307.41,0.092,true,ENTER_NOW,TREND_DN,TREND_DN,False,,OPPOSITE_DIRECTION_FORMING,False,LOCATION_RESET_PENDING,,EXHAUSTION_RESET_CONFIRMED,,TIMING_WAIT_PULLBACK,,HTF_NEUTRAL,,STRUCTURE_SUPPORTS,,SELL_PRESSURE_STRONG,,LOCATION_RESET_PENDING,SELL_PRESSURE_STRONG,71%,ALLOW,NEUTRAL,25,15,40,UNKNOWN,UNCONFIRMED,MODERATE_DRIFT_DURING_TIMER,EXACT_JOURNAL
CAMP-76,"109812316|XAUUSD|20250401|M30_THREE_M10|2026.06.18_09:30:00|CORE|SELL|EVIDENCE=3007,3008,3009",2026.06.18 09:30:00,2026.06.18 09:33:00,180.0,4305.12,4303.71,0.065,true,ENTER_NOW,TREND_DN,TREND_DN,False,OPPOSITE_DIRECTION_FORMING,OPPOSITE_DIRECTION_FORMING,False,LOCATION_RESET_PENDING,,EXHAUSTION_RESET_CONFIRMED,,TIMING_WAIT_PULLBACK,,HTF_TRANSITIONING,,STRUCTURE_SUPPORTS,,PRESSURE_TRANSITIONING,,LOCATION_RESET_PENDING,PRESSURE_TRANSITIONING,71%,ALLOW,NEUTRAL,25,15,40,UNKNOWN,UNCONFIRMED,MODERATE_DRIFT_DURING_TIMER,EXACT_JOURNAL
CAMP-77,"109812316|XAUUSD|20250401|M30_THREE_M10|2026.06.18_11:30:00|CORE|SELL|EVIDENCE=3019,3020,3021",2026.06.18 11:30:30,2026.06.18 11:33:30,180.0,4284.97,4287.7,0.0,true,ENTER_NOW,TREND_DN,TREND_DN,False,,TREND_MATURE,False,LOCATION_EXTREME,LOCATION_EXTREME,EXHAUSTION_MODERATE,EXHAUSTION_MODERATE,TIMING_WAIT_PULLBACK,TIMING_WAIT_PULLBACK,HTF_NEUTRAL,HTF_NEUTRAL,STRUCTURE_SUPPORTS,STRUCTURE_SUPPORTS,SELL_PRESSURE_MODERATE,SELL_PRESSURE_MODERATE,LOCATION_EXTREME,SELL_PRESSURE_MODERATE,56%,ALLOW,NEUTRAL,80,75,0,UNKNOWN,ACCEPTED,GOOD_TIMING_NEAR_SIGNAL_PRICE,EXACT_JOURNAL
CAMP-78,"109812316|XAUUSD|20250401|M30_THREE_M10|2026.06.18_14:30:00|CORE|SELL|EVIDENCE=3037,3038,3039",2026.06.18 14:30:30,2026.06.18 14:33:30,180.0,4248.11,4247.67,0.02,true,ENTER_NOW,TREND_DN,TREND_DN,False,,TREND_MATURE,False,LOCATION_EXTREME,LOCATION_EXTREME,EXHAUSTION_MODERATE,EXHAUSTION_MODERATE,TIMING_WAIT_PULLBACK,TIMING_WAIT_PULLBACK,HTF_NEUTRAL,HTF_NEUTRAL,STRUCTURE_STRONGLY_SUPPORTS,STRUCTURE_STRONGLY_SUPPORTS,SELL_PRESSURE_STRONG,SELL_PRESSURE_STRONG,LOCATION_EXTREME,SELL_PRESSURE_STRONG,47%,ALLOW,NEUTRAL,25,15,40,UNKNOWN,UNCONFIRMED,GOOD_TIMING_NEAR_SIGNAL_PRICE,EXACT_JOURNAL
CAMP-79,"109812316|XAUUSD|20250401|M30_THREE_M10|2026.06.19_14:00:00|CORE|SELL|EVIDENCE=3166,3167,3168",2026.06.19 14:00:30,2026.06.19 14:03:30,180.0,4148.99,4148.28,0.045,true,ENTER_NOW,TREND_DN,TREND_DN,False,,,False,LOCATION_LATE,LOCATION_LATE,EXHAUSTION_HIGH,EXHAUSTION_HIGH,TIMING_READY,TIMING_READY,HTF_ALIGNED,HTF_ALIGNED,STRUCTURE_SUPPORTS,STRUCTURE_SUPPORTS,SELL_PRESSURE_STRONG,SELL_PRESSURE_STRONG,LOCATION_LATE,SELL_PRESSURE_STRONG,60%,ALLOW,ALIGNED,80,60,0,UNKNOWN,ACCEPTED,GOOD_TIMING_NEAR_SIGNAL_PRICE,EXACT_JOURNAL
CAMP-80,"109812316|XAUUSD|20250401|M30_THREE_M10|2026.06.19_18:30:00|CORE|BUY|EVIDENCE=3193,3194,3195",2026.06.19 18:30:00,2026.06.19 18:33:00,180.0,4151.5,4152.05,0.025,true,ENTER_NOW,TREND_DN,TREND_DN,False,TRANSITION_NEUTRAL,TRANSITION_NEUTRAL,False,LOCATION_RESET_PENDING,,EXHAUSTION_RESET_CONFIRMED,,TIMING_WAIT_CONFIRMATION,,HTF_TRANSITIONING,,STRUCTURE_STRONGLY_SUPPORTS,,PRESSURE_TRANSITIONING,,LOCATION_RESET_PENDING,PRESSURE_TRANSITIONING,79%,ALLOW,OPPOSED,25,30,60,UNKNOWN,UNCONFIRMED,GOOD_TIMING_NEAR_SIGNAL_PRICE,EXACT_JOURNAL
