position_id,entry_time,close_time,split,learning_eligible,trade_role,campaign_id,candidate_id,symbol,direction,setup,grade,regime,session,entry_hour,signature,entry_price,lots,original_structural_sl,original_one_r_distance,risk_usd,spread_points,spread_atr,news_phase,bias_direction,bos_direction,thesis_location,thesis_exhaustion,thesis_timing,thesis_htf,thesis_structure,thesis_pressure,thesis_action,exit_price,final_pnl_usd,peak_profit_usd,worst_floating_usd,peak_r,realized_r,outcome,exit_reason,result_class,ea_version,build_hash,collection_run_id,data_status
282,2026-07-13 08:22:30,2026-07-13 09:04:12,HOLDOUT_30D,Y,CORE,132,CORE|BAR=1783930200|GEN=7477,XAUUSD,BUY,TREND_PULLBACK,B,1,LDN,8,TB2|ROLE=CORE|EXEC=BUY|DECISION=BUY|ORIG=BUY|INV=N|REGIME=REGIME_TRENDING_DOWN|SETUP=TREND_PULLBACK|GRADE=B|SESSION=LDN|BIAS=OPPOSED|BOS=OPPOSED|LOC=LOCATION_RESET_PENDING|EXH=EXHAUSTION_RESET_CONFIRMED|TIM=TIMING_WAIT_CONFIRMATION|HTF=HTF_TRANSITIONING|STRUCT=STRUCTURE_OPPOSES|PRESS=PRESSURE_TRANSITIONING|ACTION=TRANSITION_WATCH,4062.67000,0.67,4049.41000,13.25691,888.21,32.0,0.04861,ANP_NONE,-1,-1,LOCATION_RESET_PENDING,EXHAUSTION_RESET_CONFIRMED,TIMING_WAIT_CONFIRMATION,HTF_TRANSITIONING,STRUCTURE_OPPOSES,PRESSURE_TRANSITIONING,TRANSITION_WATCH,4049.39000,-889.76,196.98,-884.40,0.221771878272,-1.001745082807,APLUS_GIVEBACK_LOSS,BROKER_SL | bestFloating=196.98 shieldArmed=N,LOSS,v6.25.24,v62524-replay-consolidated-root-repair-20260722,V62524_M10_90D_20260422_20260721_RUN1,ENTRY_DATA_PRESENT
284,2026-07-13 09:22:33,2026-07-13 09:42:49,HOLDOUT_30D,Y,CORE,133,CORE|BAR=1783933800|GEN=7483,XAUUSD,BUY,M10_ORIGINATED_CANDIDATE,B,1,LDN,9,TB2|ROLE=CORE|EXEC=BUY|DECISION=BUY|ORIG=BUY|INV=N|REGIME=REGIME_TRENDING_DOWN|SETUP=M10_ORIGINATED_CANDIDATE|GRADE=B|SESSION=LDN|BIAS=OPPOSED|BOS=OPPOSED|LOC=LOCATION_RESET_PENDING|EXH=EXHAUSTION_RESET_CONFIRMED|TIM=TIMING_WAIT_CONFIRMATION|HTF=HTF_NEUTRAL|STRUCT=STRUCTURE_OPPOSES|PRESS=BUY_PRESSURE_MODERATE|ACTION=OPPOSITE_DISCOVERY,4056.33000,0.48,4039.62000,16.70619,801.90,35.0,0.04262,ANP_NONE,-1,-1,LOCATION_RESET_PENDING,EXHAUSTION_RESET_CONFIRMED,TIMING_WAIT_CONFIRMATION,HTF_NEUTRAL,STRUCTURE_OPPOSES,BUY_PRESSURE_MODERATE,OPPOSITE_DISCOVERY,4060.07000,179.52,344.16,-142.08,0.429180695847,0.223868312757,WIN,PROFIT_CLOSE | EA_MARKET_CLOSE | bestFloating=344.16 shieldArmed=N,WIN,v6.25.24,v62524-replay-consolidated-root-repair-20260722,V62524_M10_90D_20260422_20260721_RUN1,ENTRY_DATA_PRESENT
286,2026-07-13 09:52:33,2026-07-13 10:21:01,HOLDOUT_30D,Y,CORE,134,CORE|BAR=1783935600|GEN=7486,XAUUSD,BUY,M10_ORIGINATED_CANDIDATE,A,1,LDN,9,TB2|ROLE=CORE|EXEC=BUY|DECISION=BUY|ORIG=BUY|INV=N|REGIME=REGIME_TRENDING_DOWN|SETUP=M10_ORIGINATED_CANDIDATE|GRADE=A|SESSION=LDN|BIAS=OPPOSED|BOS=OPPOSED|LOC=LOCATION_RESET_PENDING|EXH=EXHAUSTION_RESET_CONFIRMED|TIM=TIMING_WAIT_CONFIRMATION|HTF=HTF_NEUTRAL|STRUCT=STRUCTURE_OPPOSES|PRESS=BUY_PRESSURE_STRONG|ACTION=OPPOSITE_DISCOVERY,4055.85000,0.51,4039.68000,16.17107,824.73,27.0,0.03199,ANP_NONE,-1,-1,LOCATION_RESET_PENDING,EXHAUSTION_RESET_CONFIRMED,TIMING_WAIT_CONFIRMATION,HTF_NEUTRAL,STRUCTURE_OPPOSES,BUY_PRESSURE_STRONG,OPPOSITE_DISCOVERY,4056.53000,34.68,271.32,-356.49,0.328980393583,0.042050125496,WEAK_RECOVERY_WIN,PROFIT_CLOSE | EA_MARKET_CLOSE | bestFloating=271.32 shieldArmed=N,WIN,v6.25.24,v62524-replay-consolidated-root-repair-20260722,V62524_M10_90D_20260422_20260721_RUN1,ENTRY_DATA_PRESENT
288,2026-07-13 11:02:33,2026-07-13 11:25:47,HOLDOUT_30D,Y,CORE,135,CORE|BAR=1783939800|GEN=7493,XAUUSD,BUY,TREND_PULLBACK,B,1,LDN,11,TB2|ROLE=CORE|EXEC=BUY|DECISION=BUY|ORIG=BUY|INV=N|REGIME=REGIME_TRENDING_DOWN|SETUP=TREND_PULLBACK|GRADE=B|SESSION=LDN|BIAS=OPPOSED|BOS=OPPOSED|LOC=LOCATION_RESET_PENDING|EXH=EXHAUSTION_RESET_CONFIRMED|TIM=TIMING_WAIT_CONFIRMATION|HTF=HTF_TRANSITIONING|STRUCT=STRUCTURE_OPPOSES|PRESS=PRESSURE_TRANSITIONING|ACTION=TRANSITION_WATCH,4066.36000,0.37,4044.02000,22.33534,826.41,34.0,0.04583,ANP_NONE,-1,-1,LOCATION_RESET_PENDING,EXHAUSTION_RESET_CONFIRMED,TIMING_WAIT_CONFIRMATION,HTF_TRANSITIONING,STRUCTURE_OPPOSES,PRESSURE_TRANSITIONING,TRANSITION_WATCH,4076.35000,369.63,530.58,-130.24,0.642029985116,0.447271935238,WIN,SL_MOD:GENERAL_10M_EXTENSION_RESTORE_ORIGINAL_SL | sl=4044.02 | spread=47 avgSpread=42.2 | trade=TREND_PULLBACK [B] | EA_MARKET_CLOSE | bestFloating=530.58 shieldArmed=N,WIN,v6.25.24,v62524-replay-consolidated-root-repair-20260722,V62524_M10_90D_20260422_20260721_RUN1,ENTRY_DATA_PRESENT
290,2026-07-14 22:02:33,2026-07-14 22:41:37,HOLDOUT_30D,Y,CORE,136,CORE|BAR=1784065800|GEN=7691,XAUUSD,SELL,M10_ORIGINATED_CANDIDATE,A,0,LATE,22,TB2|ROLE=CORE|EXEC=SELL|DECISION=SELL|ORIG=SELL|INV=N|REGIME=REGIME_TRENDING_UP|SETUP=M10_ORIGINATED_CANDIDATE|GRADE=A|SESSION=LATE|BIAS=OPPOSED|BOS=OPPOSED|LOC=LOCATION_RESET_PENDING|EXH=EXHAUSTION_RESET_CONFIRMED|TIM=TIMING_WAIT_CONFIRMATION|HTF=HTF_TRANSITIONING|STRUCT=STRUCTURE_OPPOSES|PRESS=PRESSURE_TRANSITIONING|ACTION=TRANSITION_WATCH,4053.55000,0.69,4066.04000,12.49127,861.90,23.0,0.04014,ANP_NONE,1,1,LOCATION_RESET_PENDING,EXHAUSTION_RESET_CONFIRMED,TIMING_WAIT_CONFIRMATION,HTF_TRANSITIONING,STRUCTURE_OPPOSES,PRESSURE_TRANSITIONING,TRANSITION_WATCH,4051.45000,144.90,396.06,-273.93,0.459519665855,0.168116950922,WEAK_RECOVERY_WIN,PROFIT_CLOSE | EA_MARKET_CLOSE | bestFloating=396.06 shieldArmed=N,WIN,v6.25.24,v62524-replay-consolidated-root-repair-20260722,V62524_M10_90D_20260422_20260721_RUN1,ENTRY_DATA_PRESENT
292,2026-07-15 12:22:33,2026-07-15 14:56:25,HOLDOUT_30D,Y,CORE,137,CORE|BAR=1784117400|GEN=7765,XAUUSD,BUY,M10_ORIGINATED_CANDIDATE,A,1,LDN,12,TB2|ROLE=CORE|EXEC=BUY|DECISION=BUY|ORIG=BUY|INV=N|REGIME=REGIME_TRENDING_DOWN|SETUP=M10_ORIGINATED_CANDIDATE|GRADE=A|SESSION=LDN|BIAS=OPPOSED|BOS=ALIGNED|LOC=LOCATION_LATE|EXH=EXHAUSTION_RESET_CONFIRMED|TIM=TIMING_WAIT_CONFIRMATION|HTF=HTF_TRANSITIONING|STRUCT=STRUCTURE_SUPPORTS|PRESS=PRESSURE_TRANSITIONING|ACTION=TRANSITION_WATCH,4031.26000,0.49,4013.47000,17.79159,871.79,21.0,0.03859,ANP_NONE,-1,1,LOCATION_LATE,EXHAUSTION_RESET_CONFIRMED,TIMING_WAIT_CONFIRMATION,HTF_TRANSITIONING,STRUCTURE_SUPPORTS,PRESSURE_TRANSITIONING,TRANSITION_WATCH,4036.53000,258.23,436.59,-285.67,0.500797210337,0.296206655272,WIN,SL_MOD:GENERAL_10M_EXTENSION_RESTORE_ORIGINAL_SL | sl=4013.47 | spread=38 avgSpread=27.4 | trade=M10_ORIGINATED_CANDIDATE [A] | EA_MARKET_CLOSE | bestFloating=436.59 shieldArmed=N,WIN,v6.25.24,v62524-replay-consolidated-root-repair-20260722,V62524_M10_90D_20260422_20260721_RUN1,ENTRY_DATA_PRESENT
294,2026-07-16 03:12:33,2026-07-16 03:59:00,HOLDOUT_30D,Y,CORE,138,CORE|BAR=1784170800|GEN=7842,XAUUSD,SELL,M10_ORIGINATED_CANDIDATE,B,0,ASIA,3,TB2|ROLE=CORE|EXEC=SELL|DECISION=SELL|ORIG=SELL|INV=N|REGIME=REGIME_TRENDING_UP|SETUP=M10_ORIGINATED_CANDIDATE|GRADE=B|SESSION=ASIA|BIAS=OPPOSED|BOS=OPPOSED|LOC=LOCATION_EXCELLENT|EXH=EXHAUSTION_MODERATE|TIM=TIMING_READY|HTF=HTF_NEUTRAL|STRUCT=STRUCTURE_OPPOSES|PRESS=SELL_PRESSURE_STRONG|ACTION=ALLOW_CORE,4055.26000,1.25,4062.47000,7.20801,901.00,32.0,0.07659,ANP_NONE,1,1,LOCATION_EXCELLENT,EXHAUSTION_MODERATE,TIMING_READY,HTF_NEUTRAL,STRUCTURE_OPPOSES,SELL_PRESSURE_STRONG,ALLOW_CORE,4048.41000,856.25,853.75,-792.50,0.947558268590,0.950332963374,WIN,SL_MOD:GENERAL_10M_EXTENSION_RESTORE_ORIGINAL_SL | sl=4062.47 | spread=43 avgSpread=43.8 | trade=M10_ORIGINATED_CANDIDATE [B] | EA_MARKET_CLOSE | bestFloating=853.75 shieldArmed=N,WIN,v6.25.24,v62524-replay-consolidated-root-repair-20260722,V62524_M10_90D_20260422_20260721_RUN1,ENTRY_DATA_PRESENT
295,2026-07-16 03:59:00,2026-07-16 03:59:30,HOLDOUT_30D,Y,PYRAMID,138,CAMP-138|SELL|ADD1|BAR1784173200,XAUUSD,SELL,PYRAMID_TWO_GATE,PYRAMID,0,ASIA,3,TB2|ROLE=PYRAMID|DIR=SELL|REGIME=TREND_UP|SESSION=ASIA|ADD=1|TIM=TIMING_READY|MOVE=MOVE_160_PLUS|EXH=EXH_HIGH|HTF=HTF_NEUTRAL|STRUCT=STRUCTURE_OPPOSES|PRESS=PRESSURE_BALANCED,4048.02000,0.55,4064.36000,16.33586,898.47,41.0,0.11321,ANP_NONE,0,1,LOCATION_EXCELLENT,EXH_HIGH,TIMING_READY,HTF_NEUTRAL,STRUCTURE_OPPOSES,PRESSURE_BALANCED,PYRAMID_TIMING_PLUS_EXHAUSTION_APPROVED,4046.92000,60.50,64.90,-63.25,0.072233908756,0.067336694603,WIN,SL_MOD:GENERAL_10M_EXTENSION_RESTORE_ORIGINAL_SL | sl=4062.47 | spread=43 avgSpread=43.8 | trade=M10_ORIGINATED_CANDIDATE [B] | EA_MARKET_CLOSE | EA_MARKET_CLOSE | bestFloating=64.90 shieldArmed=N,WIN,v6.25.24,v62524-replay-consolidated-root-repair-20260722,V62524_M10_90D_20260422_20260721_RUN1,ENTRY_DATA_PRESENT
298,2026-07-16 11:32:33,2026-07-16 12:14:45,HOLDOUT_30D,Y,CORE,139,CORE|BAR=1784200800|GEN=7892,XAUUSD,BUY,M10_ORIGINATED_CANDIDATE,A,1,LDN,11,TB2|ROLE=CORE|EXEC=BUY|DECISION=BUY|ORIG=BUY|INV=N|REGIME=REGIME_TRENDING_DOWN|SETUP=M10_ORIGINATED_CANDIDATE|GRADE=A|SESSION=LDN|BIAS=OPPOSED|BOS=ALIGNED|LOC=LOCATION_RESET_PENDING|EXH=EXHAUSTION_RESET_CONFIRMED|TIM=TIMING_WAIT_CONFIRMATION|HTF=HTF_TRANSITIONING|STRUCT=STRUCTURE_SUPPORTS|PRESS=PRESSURE_TRANSITIONING|ACTION=TRANSITION_WATCH,4033.84000,0.89,4022.61000,11.22849,999.34,32.0,0.06602,ANP_NONE,-1,1,LOCATION_RESET_PENDING,EXHAUSTION_RESET_CONFIRMED,TIMING_WAIT_CONFIRMATION,HTF_TRANSITIONING,STRUCTURE_SUPPORTS,PRESSURE_TRANSITIONING,TRANSITION_WATCH,4037.16000,295.48,326.63,-168.21,0.326845718174,0.295675145596,WIN,PROFIT_CLOSE | EA_MARKET_CLOSE | bestFloating=326.63 shieldArmed=N,WIN,v6.25.24,v62524-replay-consolidated-root-repair-20260722,V62524_M10_90D_20260422_20260721_RUN1,ENTRY_DATA_PRESENT
300,2026-07-17 04:32:30,2026-07-17 05:33:53,HOLDOUT_30D,Y,CORE,140,CORE|BAR=1784262000|GEN=7982,XAUUSD,BUY,M10_ORIGINATED_CANDIDATE,B,1,ASIA,4,TB2|ROLE=CORE|EXEC=BUY|DECISION=BUY|ORIG=BUY|INV=N|REGIME=REGIME_TRENDING_DOWN|SETUP=M10_ORIGINATED_CANDIDATE|GRADE=B|SESSION=ASIA|BIAS=OPPOSED|BOS=OPPOSED|LOC=LOCATION_RESET_PENDING|EXH=EXHAUSTION_RESET_CONFIRMED|TIM=TIMING_WAIT_CONFIRMATION|HTF=HTF_TRANSITIONING|STRUCT=STRUCTURE_OPPOSES|PRESS=PRESSURE_TRANSITIONING|ACTION=TRANSITION_WATCH,3990.64000,0.77,3977.38000,13.26429,1021.35,27.0,0.04532,ANP_NONE,-1,-1,LOCATION_RESET_PENDING,EXHAUSTION_RESET_CONFIRMED,TIMING_WAIT_CONFIRMATION,HTF_TRANSITIONING,STRUCTURE_OPPOSES,PRESSURE_TRANSITIONING,TRANSITION_WATCH,3977.38000,-1021.02,364.21,-1007.16,0.356596661282,-0.999676898223,APLUS_GIVEBACK_LOSS,BROKER_SL | bestFloating=364.21 shieldArmed=N,LOSS,v6.25.24,v62524-replay-consolidated-root-repair-20260722,V62524_M10_90D_20260422_20260721_RUN1,ENTRY_DATA_PRESENT
302,2026-07-17 11:22:33,2026-07-17 12:25:05,HOLDOUT_30D,Y,CORE,141,CORE|BAR=1784286600|GEN=8023,XAUUSD,SELL,TREND_PULLBACK,A,1,LDN,11,TB2|ROLE=CORE|EXEC=SELL|DECISION=SELL|ORIG=SELL|INV=N|REGIME=REGIME_TRENDING_DOWN|SETUP=TREND_PULLBACK|GRADE=A|SESSION=LDN|BIAS=ALIGNED|BOS=ALIGNED|LOC=LOCATION_LATE|EXH=EXHAUSTION_MODERATE|TIM=TIMING_WAIT_PULLBACK|HTF=HTF_TRANSITIONING|STRUCT=STRUCTURE_SUPPORTS|PRESS=PRESSURE_TRANSITIONING|ACTION=TRANSITION_WATCH,3991.19000,0.79,4002.78000,11.59324,915.86,25.0,0.03746,ANP_NONE,-1,-1,LOCATION_LATE,EXHAUSTION_MODERATE,TIMING_WAIT_PULLBACK,HTF_TRANSITIONING,STRUCTURE_SUPPORTS,PRESSURE_TRANSITIONING,TRANSITION_WATCH,4002.79000,-916.40,241.74,-914.82,0.263948638438,-1.000589609766,APLUS_GIVEBACK_LOSS,BROKER_SL | bestFloating=241.74 shieldArmed=N,LOSS,v6.25.24,v62524-replay-consolidated-root-repair-20260722,V62524_M10_90D_20260422_20260721_RUN1,ENTRY_DATA_PRESENT
304,2026-07-20 03:22:33,2026-07-20 04:00:07,HOLDOUT_30D,Y,CORE,142,CORE|BAR=1784517000|GEN=8089,XAUUSD,BUY,TREND_PULLBACK,B,1,ASIA,3,TB2|ROLE=CORE|EXEC=BUY|DECISION=BUY|ORIG=BUY|INV=N|REGIME=REGIME_TRENDING_DOWN|SETUP=TREND_PULLBACK|GRADE=B|SESSION=ASIA|BIAS=OPPOSED|BOS=ALIGNED|LOC=LOCATION_EXCELLENT|EXH=EXHAUSTION_MODERATE|TIM=TIMING_READY|HTF=HTF_NEUTRAL|STRUCT=STRUCTURE_SUPPORTS|PRESS=PRESSURE_BALANCED|ACTION=ALLOW_CORE,4001.75000,0.33,3977.08000,24.66557,813.96,34.0,0.03879,ANP_NONE,-1,1,LOCATION_EXCELLENT,EXHAUSTION_MODERATE,TIMING_READY,HTF_NEUTRAL,STRUCTURE_SUPPORTS,PRESSURE_BALANCED,ALLOW_CORE,4011.26000,313.83,312.51,-110.88,0.383937785641,0.385559486953,WIN,SL_MOD:BASKET_050R_RESTORE_ORIGINAL_SL | sl=3976.47 | spread=74 avgSpread=35.6 | trade=TREND_PULLBACK [B] | EA_MARKET_CLOSE | EA_MARKET_CLOSE | bestFloating=312.51 shieldArmed=N,WIN,v6.25.24,v62524-replay-consolidated-root-repair-20260722,V62524_M10_90D_20260422_20260721_RUN1,ENTRY_DATA_PRESENT
305,2026-07-20 03:35:50,2026-07-20 04:00:07,HOLDOUT_30D,Y,PYRAMID,142,CAMP-142|BUY|ADD1|BAR1784517600,XAUUSD,BUY,PYRAMID_TWO_GATE,PYRAMID,1,ASIA,3,TB2|ROLE=PYRAMID|DIR=BUY|REGIME=TREND_DN|SESSION=ASIA|ADD=1|TIM=TIMING_READY|MOVE=MOVE_065_109|EXH=EXH_MODERATE|HTF=HTF_NEUTRAL|STRUCT=STRUCTURE_SUPPORTS|PRESS=BUY_PRESSURE_MODERATE,4007.63000,0.26,3976.47000,31.16254,810.23,74.0,0.13078,ANP_NONE,0,1,LOCATION_EXCELLENT,EXH_MODERATE,TIMING_READY,HTF_NEUTRAL,STRUCTURE_SUPPORTS,BUY_PRESSURE_MODERATE,PYRAMID_TIMING_PLUS_EXHAUSTION_APPROVED,4011.26000,94.38,93.34,-240.24,0.115201856263,0.116485442405,WEAK_RECOVERY_WIN,SL_MOD:BASKET_050R_RESTORE_ORIGINAL_SL | sl=3976.47 | spread=74 avgSpread=35.6 | trade=TREND_PULLBACK [B] | EA_MARKET_CLOSE | bestFloating=93.34 shieldArmed=N,WIN,v6.25.24,v62524-replay-consolidated-root-repair-20260722,V62524_M10_90D_20260422_20260721_RUN1,ENTRY_DATA_PRESENT
308,2026-07-20 08:52:30,2026-07-20 09:39:16,HOLDOUT_30D,Y,CORE,143,CORE|BAR=1784536800|GEN=8122,XAUUSD,SELL,TREND_PULLBACK,A,0,LDN,8,TB2|ROLE=CORE|EXEC=SELL|DECISION=SELL|ORIG=SELL|INV=N|REGIME=REGIME_TRENDING_UP|SETUP=TREND_PULLBACK|GRADE=A|SESSION=LDN|BIAS=OPPOSED|BOS=OPPOSED|LOC=LOCATION_RESET_PENDING|EXH=EXHAUSTION_MODERATE|TIM=TIMING_WAIT_PULLBACK|HTF=HTF_TRANSITIONING|STRUCT=STRUCTURE_OPPOSES|PRESS=PRESSURE_TRANSITIONING|ACTION=TRANSITION_WATCH,4007.19000,0.91,4016.80000,9.61187,874.68,38.0,0.08262,ANP_NONE,1,1,LOCATION_RESET_PENDING,EXHAUSTION_MODERATE,TIMING_WAIT_PULLBACK,HTF_TRANSITIONING,STRUCTURE_OPPOSES,PRESSURE_TRANSITIONING,TRANSITION_WATCH,4004.55000,240.24,370.37,-436.80,0.423434856176,0.274660447249,WEAK_RECOVERY_WIN,PROFIT_CLOSE | EA_MARKET_CLOSE | bestFloating=370.37 shieldArmed=N,WIN,v6.25.24,v62524-replay-consolidated-root-repair-20260722,V62524_M10_90D_20260422_20260721_RUN1,ENTRY_DATA_PRESENT
310,2026-07-20 15:12:33,2026-07-20 17:13:17,HOLDOUT_30D,Y,CORE,144,CORE|BAR=1784559600|GEN=8160,XAUUSD,SELL,M10_ORIGINATED_CANDIDATE,B,0,NY,15,TB2|ROLE=CORE|EXEC=SELL|DECISION=SELL|ORIG=SELL|INV=N|REGIME=REGIME_TRENDING_UP|SETUP=M10_ORIGINATED_CANDIDATE|GRADE=B|SESSION=NY|BIAS=OPPOSED|BOS=OPPOSED|LOC=LOCATION_RESET_PENDING|EXH=EXHAUSTION_MODERATE|TIM=TIMING_WAIT_PULLBACK|HTF=HTF_TRANSITIONING|STRUCT=STRUCTURE_OPPOSES|PRESS=PRESSURE_TRANSITIONING|ACTION=TRANSITION_WATCH,4014.65000,0.27,4046.89000,32.24109,870.51,57.0,0.09970,ANP_NONE,1,1,LOCATION_RESET_PENDING,EXHAUSTION_MODERATE,TIMING_WAIT_PULLBACK,HTF_TRANSITIONING,STRUCTURE_OPPOSES,PRESSURE_TRANSITIONING,TRANSITION_WATCH,4001.51000,354.78,430.92,-79.92,0.495020160596,0.407554192370,WIN,SL_MOD:GENERAL_10M_EXTENSION_RESTORE_ORIGINAL_SL | sl=4046.89 | spread=36 avgSpread=32.8 | trade=M10_ORIGINATED_CANDIDATE [B] | EA_MARKET_CLOSE | bestFloating=430.92 shieldArmed=N,WIN,v6.25.24,v62524-replay-consolidated-root-repair-20260722,V62524_M10_90D_20260422_20260721_RUN1,ENTRY_DATA_PRESENT
