log_date	device_time	source_line	runtime	event_type	message
20260720	00:00:00.071	6	XAUUSD_AI_Sniper_EA_v6.25.15_FINAL (XAUUSD,M15)	M10_FRESHNESS	M10_FRESHNESS | currentTime=2026.07.20 02:00:00 evaluatedBarOpen=2026.07.20 01:50:00 evaluatedBarClose=2026.07.20 02:00:00 latestClosedBarOpen=2026.07.20 01:50:00 previousClosedBarOpen=2026.07.20 01:40:00 evaluatedShift=1 openAgeSeconds=600 closeAgeSeconds=0 freshnessState=FRESH dataState=COMPLETE staleCause= continuationEntryPaused=false
20260720	00:00:00.071	7	XAUUSD_AI_Sniper_EA_v6.25.15_FINAL (XAUUSD,M15)	M10_SIGNAL_ANALYSIS	M10_SIGNAL_ANALYSIS | evidenceId=8 barTime=2026.07.20 01:50 trendState=TREND_CONTINUING buyPressure=35.0 buySlope=-9.4 sellPressure=45.4 sellSlope=21.3 buyCaseScore=45.9 sellCaseScore=45.3 continuationScore=35.0 exhaustionScore=59.9 exhaustionPct=59.9 structure=STRUCTURE_MIXED location=LOCATION_RESET_CONFIRMED buyRoomR=1.64 sellRoomR=1.98 preferredDirection=NONE decision=TRANSITION_WATCH confidence=49.4 reason=buyCaseScore=45.9 sellCaseScore=45.3 -- too close to call, evidence conflicted
20260720	00:00:00.071	8	XAUUSD_AI_Sniper_EA_v6.25.15_FINAL (XAUUSD,M15)	M10_EVIDENCE_STORED	M10_EVIDENCE_STORED | barOpen=2026.07.20 01:50:00 barClose=2026.07.20 02:00:00 evidenceId=8 buyCaseScore=45.93 sellCaseScore=45.33 preferredDirection=NONE decision=TRANSITION_WATCH location=LOCATION_RESET_CONFIRMED structure=STRUCTURE_MIXED freshness=FRESH dataState=COMPLETE
20260720	00:00:30.465	450	XAUUSD_AI_Sniper_EA_v6.25.15_FINAL (XAUUSD,M15)	M10_CANDIDATE_REJECTED	M10_CANDIDATE_REJECTED | proposedDirection=SELL proposedSetup=TREND_PULLBACK m10Decision=TRANSITION_WATCH m10PreferredDirection=NONE m10Reason=buyCaseScore=45.9 sellCaseScore=45.3 -- too close to call, evidence conflicted -- ScoreSetups/reversal-path direction not endorsed by the canonical M10 authority
20260720	00:08:01.746	565	XAUUSD_AI_Sniper_EA_v6.25.15_FINAL (XAUUSD,M15)	M10_CANDIDATE_REJECTED	M10_CANDIDATE_REJECTED | proposedDirection=SELL proposedSetup=TREND_PULLBACK m10Decision=TRANSITION_WATCH m10PreferredDirection=NONE m10Reason=buyCaseScore=45.9 sellCaseScore=45.3 -- too close to call, evidence conflicted -- ScoreSetups/reversal-path direction not endorsed by the canonical M10 authority
20260720	00:10:00.349	586	XAUUSD_AI_Sniper_EA_v6.25.15_FINAL (XAUUSD,M15)	M10_FRESHNESS	M10_FRESHNESS | currentTime=2026.07.20 02:10:00 evaluatedBarOpen=2026.07.20 02:00:00 evaluatedBarClose=2026.07.20 02:10:00 latestClosedBarOpen=2026.07.20 02:00:00 previousClosedBarOpen=2026.07.20 01:50:00 evaluatedShift=1 openAgeSeconds=600 closeAgeSeconds=0 freshnessState=FRESH dataState=COMPLETE staleCause= continuationEntryPaused=false
20260720	00:10:00.349	587	XAUUSD_AI_Sniper_EA_v6.25.15_FINAL (XAUUSD,M15)	M10_SIGNAL_ANALYSIS	M10_SIGNAL_ANALYSIS | evidenceId=9 barTime=2026.07.20 02:00 trendState=TREND_STALLING buyPressure=23.4 buySlope=-11.6 sellPressure=42.2 sellSlope=-3.2 buyCaseScore=40.5 sellCaseScore=43.0 continuationScore=23.4 exhaustionScore=63.4 exhaustionPct=63.4 structure=STRUCTURE_MIXED location=LOCATION_RESET_CONFIRMED buyRoomR=1.67 sellRoomR=1.74 preferredDirection=NONE decision=TRANSITION_WATCH confidence=47.5 reason=buyCaseScore=40.5 sellCaseScore=43.0 -- too close to call, evidence conflicted
20260720	00:10:00.349	588	XAUUSD_AI_Sniper_EA_v6.25.15_FINAL (XAUUSD,M15)	M10_EVIDENCE_STORED	M10_EVIDENCE_STORED | barOpen=2026.07.20 02:00:00 barClose=2026.07.20 02:10:00 evidenceId=9 buyCaseScore=40.52 sellCaseScore=42.99 preferredDirection=NONE decision=TRANSITION_WATCH location=LOCATION_RESET_CONFIRMED structure=STRUCTURE_MIXED freshness=FRESH dataState=COMPLETE
20260720	00:10:01.032	595	XAUUSD_AI_Sniper_EA_v6.25.15_FINAL (XAUUSD,M15)	M10_CANDIDATE_REJECTED	M10_CANDIDATE_REJECTED | proposedDirection=SELL proposedSetup=TREND_PULLBACK m10Decision=TRANSITION_WATCH m10PreferredDirection=NONE m10Reason=buyCaseScore=40.5 sellCaseScore=43.0 -- too close to call, evidence conflicted -- ScoreSetups/reversal-path direction not endorsed by the canonical M10 authority
20260720	00:10:06.049	596	XAUUSD_AI_Sniper_EA_v6.25.15_FINAL (XAUUSD,M15)	BOT-DECISION	BOT-DECISION activity POST failed url=https://xauaisniper.com/api/cloud/monitor/activity http=1003 err=5203 consecutiveFails=1 event=PRIMARY_DECISION response=
20260720	00:17:38.645	864	XAUUSD_AI_Sniper_EA_v6.25.15_FINAL (XAUUSD,M15)	M10_CANDIDATE_REJECTED	M10_CANDIDATE_REJECTED | proposedDirection=SELL proposedSetup=TREND_PULLBACK m10Decision=TRANSITION_WATCH m10PreferredDirection=NONE m10Reason=buyCaseScore=40.5 sellCaseScore=43.0 -- too close to call, evidence conflicted -- ScoreSetups/reversal-path direction not endorsed by the canonical M10 authority
20260720	00:20:00.342	886	XAUUSD_AI_Sniper_EA_v6.25.15_FINAL (XAUUSD,M15)	M10_FRESHNESS	M10_FRESHNESS | currentTime=2026.07.20 02:20:00 evaluatedBarOpen=2026.07.20 02:10:00 evaluatedBarClose=2026.07.20 02:20:00 latestClosedBarOpen=2026.07.20 02:10:00 previousClosedBarOpen=2026.07.20 02:00:00 evaluatedShift=1 openAgeSeconds=600 closeAgeSeconds=0 freshnessState=FRESH dataState=COMPLETE staleCause= continuationEntryPaused=false
20260720	00:20:00.343	887	XAUUSD_AI_Sniper_EA_v6.25.15_FINAL (XAUUSD,M15)	M10_SIGNAL_ANALYSIS	M10_SIGNAL_ANALYSIS | evidenceId=10 barTime=2026.07.20 02:10 trendState=TREND_STALLING buyPressure=9.6 buySlope=-13.8 sellPressure=49.0 sellSlope=6.9 buyCaseScore=34.9 sellCaseScore=45.7 continuationScore=9.6 exhaustionScore=67.5 exhaustionPct=67.5 structure=STRUCTURE_MIXED location=LOCATION_RESET_CONFIRMED buyRoomR=1.87 sellRoomR=1.57 preferredDirection=NONE decision=NO_VALID_SIGNAL confidence=45.7 reason=neither case cleared the 55.0 bar (buy=34.9 sell=45.7)
20260720	00:20:00.343	888	XAUUSD_AI_Sniper_EA_v6.25.15_FINAL (XAUUSD,M15)	M10_EVIDENCE_STORED	M10_EVIDENCE_STORED | barOpen=2026.07.20 02:10:00 barClose=2026.07.20 02:20:00 evidenceId=10 buyCaseScore=34.91 sellCaseScore=45.69 preferredDirection=NONE decision=NO_VALID_SIGNAL location=LOCATION_RESET_CONFIRMED structure=STRUCTURE_MIXED freshness=FRESH dataState=COMPLETE
20260720	00:20:31.651	1016	XAUUSD_AI_Sniper_EA_v6.25.15_FINAL (XAUUSD,M15)	M10_CANDIDATE_REJECTED	M10_CANDIDATE_REJECTED | proposedDirection=SELL proposedSetup=TREND_PULLBACK m10Decision=NO_VALID_SIGNAL m10PreferredDirection=NONE m10Reason=neither case cleared the 55.0 bar (buy=34.9 sell=45.7) -- ScoreSetups/reversal-path direction not endorsed by the canonical M10 authority
20260720	00:27:32.474	1060	XAUUSD_AI_Sniper_EA_v6.25.15_FINAL (XAUUSD,M15)	M10_CANDIDATE_REJECTED	M10_CANDIDATE_REJECTED | proposedDirection=SELL proposedSetup=TREND_PULLBACK m10Decision=NO_VALID_SIGNAL m10PreferredDirection=NONE m10Reason=neither case cleared the 55.0 bar (buy=34.9 sell=45.7) -- ScoreSetups/reversal-path direction not endorsed by the canonical M10 authority
20260720	00:29:59.784	1082	XAUUSD_AI_Sniper_EA_v6.25.15_FINAL (XAUUSD,M15)	M10_FRESHNESS	M10_FRESHNESS | currentTime=2026.07.20 02:30:00 evaluatedBarOpen=2026.07.20 02:20:00 evaluatedBarClose=2026.07.20 02:30:00 latestClosedBarOpen=2026.07.20 02:20:00 previousClosedBarOpen=2026.07.20 02:10:00 evaluatedShift=1 openAgeSeconds=600 closeAgeSeconds=0 freshnessState=FRESH dataState=COMPLETE staleCause= continuationEntryPaused=false
20260720	00:29:59.784	1083	XAUUSD_AI_Sniper_EA_v6.25.15_FINAL (XAUUSD,M15)	M10_SIGNAL_ANALYSIS	M10_SIGNAL_ANALYSIS | evidenceId=11 barTime=2026.07.20 02:20 trendState=TREND_STALLING buyPressure=21.9 buySlope=12.3 sellPressure=27.5 sellSlope=-21.6 buyCaseScore=40.0 sellCaseScore=35.1 continuationScore=21.9 exhaustionScore=67.5 exhaustionPct=67.5 structure=STRUCTURE_MIXED location=LOCATION_RESET_CONFIRMED buyRoomR=1.78 sellRoomR=1.70 preferredDirection=NONE decision=TRANSITION_WATCH confidence=45.1 reason=buyCaseScore=40.0 sellCaseScore=35.1 -- too close to call, evidence conflicted
20260720	00:29:59.784	1084	XAUUSD_AI_Sniper_EA_v6.25.15_FINAL (XAUUSD,M15)	M10_EVIDENCE_STORED	M10_EVIDENCE_STORED | barOpen=2026.07.20 02:20:00 barClose=2026.07.20 02:30:00 evidenceId=11 buyCaseScore=40.00 sellCaseScore=35.10 preferredDirection=NONE decision=TRANSITION_WATCH location=LOCATION_RESET_CONFIRMED structure=STRUCTURE_MIXED freshness=FRESH dataState=COMPLETE
20260720	00:30:30.557	1211	XAUUSD_AI_Sniper_EA_v6.25.15_FINAL (XAUUSD,M15)	M10_CANDIDATE_REJECTED	M10_CANDIDATE_REJECTED | proposedDirection=SELL proposedSetup=TREND_PULLBACK m10Decision=TRANSITION_WATCH m10PreferredDirection=NONE m10Reason=buyCaseScore=40.0 sellCaseScore=35.1 -- too close to call, evidence conflicted -- ScoreSetups/reversal-path direction not endorsed by the canonical M10 authority
20260720	00:37:31.369	1338	XAUUSD_AI_Sniper_EA_v6.25.15_FINAL (XAUUSD,M30)	M10_CANDIDATE_REJECTED	M10_CANDIDATE_REJECTED | proposedDirection=SELL proposedSetup=TREND_PULLBACK m10Decision=TRANSITION_WATCH m10PreferredDirection=NONE m10Reason=buyCaseScore=40.0 sellCaseScore=35.1 -- too close to call, evidence conflicted -- ScoreSetups/reversal-path direction not endorsed by the canonical M10 authority
20260720	00:39:59.826	1357	XAUUSD_AI_Sniper_EA_v6.25.15_FINAL (XAUUSD,M30)	M10_FRESHNESS	M10_FRESHNESS | currentTime=2026.07.20 02:40:00 evaluatedBarOpen=2026.07.20 02:30:00 evaluatedBarClose=2026.07.20 02:40:00 latestClosedBarOpen=2026.07.20 02:30:00 previousClosedBarOpen=2026.07.20 02:20:00 evaluatedShift=1 openAgeSeconds=600 closeAgeSeconds=0 freshnessState=FRESH dataState=COMPLETE staleCause= continuationEntryPaused=false
20260720	00:39:59.826	1358	XAUUSD_AI_Sniper_EA_v6.25.15_FINAL (XAUUSD,M30)	M10_SIGNAL_ANALYSIS	M10_SIGNAL_ANALYSIS | evidenceId=12 barTime=2026.07.20 02:30 trendState=TREND_CONTINUING buyPressure=37.1 buySlope=15.2 sellPressure=57.7 sellSlope=30.2 buyCaseScore=39.5 sellCaseScore=59.4 continuationScore=57.7 exhaustionScore=46.8 exhaustionPct=46.8 structure=STRUCTURE_MIXED location=LOCATION_RESET_CONFIRMED buyRoomR=1.83 sellRoomR=2.02 preferredDirection=SELL decision=SELL_CANDIDATE confidence=59.4 reason=dominant case wins (score=59.4 vs opposite=39.5), location=LOCATION_RESET_CONFIRMED acceptable-or-better
20260720	00:39:59.826	1359	XAUUSD_AI_Sniper_EA_v6.25.15_FINAL (XAUUSD,M30)	M10_EVIDENCE_STORED	M10_EVIDENCE_STORED | barOpen=2026.07.20 02:30:00 barClose=2026.07.20 02:40:00 evidenceId=12 buyCaseScore=39.49 sellCaseScore=59.37 preferredDirection=SELL decision=SELL_CANDIDATE location=LOCATION_RESET_CONFIRMED structure=STRUCTURE_MIXED freshness=FRESH dataState=COMPLETE
20260720	00:40:32.346	1568	XAUUSD_AI_Sniper_EA_v6.25.15_FINAL (XAUUSD,M30)	M10_CANDIDATE_ENDORSED	M10_CANDIDATE_ENDORSED | direction=SELL setup=TREND_PULLBACK m10Decision=SELL_CANDIDATE m10Confidence=59.4 evidenceId=12
20260720	00:40:33.260	1577	XAUUSD_AI_Sniper_EA_v6.25.15_FINAL (XAUUSD,M30)	ENTRY_TIMER_STARTED	ENTRY_TIMER_STARTED | candidateId=TREND_PULLBACK_SELL_1 direction=SELL minimumSeconds=120 targetSeconds=150 maximumSeconds=180 origin=2026.07.20 02:40:33
20260720	00:43:34.466	1939	XAUUSD_AI_Sniper_EA_v6.25.15_FINAL (XAUUSD,M30)	M10_CANDIDATE_ENDORSED	M10_CANDIDATE_ENDORSED | direction=SELL setup=TREND_PULLBACK m10Decision=SELL_CANDIDATE m10Confidence=59.4 evidenceId=12
20260720	00:43:34.817	1947	XAUUSD_AI_Sniper_EA_v6.25.15_FINAL (XAUUSD,M30)	ENTRY_REVALIDATED	ENTRY_REVALIDATED | candidateId=TREND_PULLBACK_SELL_1 signalValid=false moveR=NA result=CANCEL_TIMER_EXPIRED elapsedSeconds=181 maximumSeconds=180
20260720	00:49:59.852	1985	XAUUSD_AI_Sniper_EA_v6.25.15_FINAL (XAUUSD,M30)	M10_FRESHNESS	M10_FRESHNESS | currentTime=2026.07.20 02:50:00 evaluatedBarOpen=2026.07.20 02:40:00 evaluatedBarClose=2026.07.20 02:50:00 latestClosedBarOpen=2026.07.20 02:40:00 previousClosedBarOpen=2026.07.20 02:30:00 evaluatedShift=1 openAgeSeconds=600 closeAgeSeconds=0 freshnessState=FRESH dataState=COMPLETE staleCause= continuationEntryPaused=false
20260720	00:49:59.852	1986	XAUUSD_AI_Sniper_EA_v6.25.15_FINAL (XAUUSD,M30)	M10_SIGNAL_ANALYSIS	M10_SIGNAL_ANALYSIS | evidenceId=13 barTime=2026.07.20 02:40 trendState=TREND_CONTINUING buyPressure=26.4 buySlope=-10.6 sellPressure=56.0 sellSlope=-1.7 buyCaseScore=33.9 sellCaseScore=57.8 continuationScore=56.0 exhaustionScore=49.2 exhaustionPct=49.2 structure=STRUCTURE_MIXED location=LOCATION_RESET_CONFIRMED buyRoomR=1.93 sellRoomR=1.89 preferredDirection=SELL decision=SELL_CANDIDATE confidence=57.8 reason=dominant case wins (score=57.8 vs opposite=33.9), location=LOCATION_RESET_CONFIRMED acceptable-or-better
20260720	00:49:59.852	1987	XAUUSD_AI_Sniper_EA_v6.25.15_FINAL (XAUUSD,M30)	M10_EVIDENCE_STORED	M10_EVIDENCE_STORED | barOpen=2026.07.20 02:40:00 barClose=2026.07.20 02:50:00 evidenceId=13 buyCaseScore=33.95 sellCaseScore=57.75 preferredDirection=SELL decision=SELL_CANDIDATE location=LOCATION_RESET_CONFIRMED structure=STRUCTURE_MIXED freshness=FRESH dataState=COMPLETE
20260720	00:50:30.246	2355	XAUUSD_AI_Sniper_EA_v6.25.15_FINAL (XAUUSD,M30)	M10_CANDIDATE_ENDORSED	M10_CANDIDATE_ENDORSED | direction=SELL setup=TREND_PULLBACK m10Decision=SELL_CANDIDATE m10Confidence=57.8 evidenceId=13
20260720	00:50:30.639	2363	XAUUSD_AI_Sniper_EA_v6.25.15_FINAL (XAUUSD,M30)	ENTRY_TIMER_STARTED	ENTRY_TIMER_STARTED | candidateId=TREND_PULLBACK_SELL_2 direction=SELL minimumSeconds=120 targetSeconds=150 maximumSeconds=180 origin=2026.07.20 02:50:30
20260720	00:53:30.187	2839	XAUUSD_AI_Sniper_EA_v6.25.15_FINAL (XAUUSD,M30)	M10_CANDIDATE_ENDORSED	M10_CANDIDATE_ENDORSED | direction=SELL setup=TREND_PULLBACK m10Decision=SELL_CANDIDATE m10Confidence=57.8 evidenceId=13
20260720	00:53:30.835	2847	XAUUSD_AI_Sniper_EA_v6.25.15_FINAL (XAUUSD,M30)	ENTRY_REVALIDATED	ENTRY_REVALIDATED | candidateId=TREND_PULLBACK_SELL_2 signalValid=false moveR=NA result=CANCEL_TIMER_EXPIRED elapsedSeconds=181 maximumSeconds=180
20260720	00:59:59.830	2885	XAUUSD_AI_Sniper_EA_v6.25.15_FINAL (XAUUSD,M30)	M10_FRESHNESS	M10_FRESHNESS | currentTime=2026.07.20 03:00:00 evaluatedBarOpen=2026.07.20 02:50:00 evaluatedBarClose=2026.07.20 03:00:00 latestClosedBarOpen=2026.07.20 02:50:00 previousClosedBarOpen=2026.07.20 02:40:00 evaluatedShift=1 openAgeSeconds=600 closeAgeSeconds=0 freshnessState=FRESH dataState=COMPLETE staleCause= continuationEntryPaused=false
20260720	00:59:59.830	2886	XAUUSD_AI_Sniper_EA_v6.25.15_FINAL (XAUUSD,M30)	M10_SIGNAL_ANALYSIS	M10_SIGNAL_ANALYSIS | evidenceId=14 barTime=2026.07.20 02:50 trendState=TREND_CONTINUING buyPressure=43.2 buySlope=16.7 sellPressure=54.0 sellSlope=-2.1 buyCaseScore=41.7 sellCaseScore=58.0 continuationScore=54.0 exhaustionScore=49.2 exhaustionPct=49.2 structure=STRUCTURE_MIXED location=LOCATION_RESET_CONFIRMED buyRoomR=1.68 sellRoomR=2.13 preferredDirection=SELL decision=SELL_CANDIDATE confidence=58.0 reason=dominant case wins (score=58.0 vs opposite=41.7), location=LOCATION_RESET_CONFIRMED acceptable-or-better
20260720	00:59:59.831	2887	XAUUSD_AI_Sniper_EA_v6.25.15_FINAL (XAUUSD,M30)	M10_EVIDENCE_STORED	M10_EVIDENCE_STORED | barOpen=2026.07.20 02:50:00 barClose=2026.07.20 03:00:00 evidenceId=14 buyCaseScore=41.72 sellCaseScore=58.01 preferredDirection=SELL decision=SELL_CANDIDATE location=LOCATION_RESET_CONFIRMED structure=STRUCTURE_MIXED freshness=FRESH dataState=COMPLETE
20260720	01:00:30.073	3557	XAUUSD_AI_Sniper_EA_v6.25.15_FINAL (XAUUSD,M30)	M10_CANDIDATE_REJECTED	M10_CANDIDATE_REJECTED | proposedDirection=BUY proposedSetup=TREND_PULLBACK m10Decision=SELL_CANDIDATE m10PreferredDirection=SELL m10Reason=dominant case wins (score=58.0 vs opposite=41.7), location=LOCATION_RESET_CONFIRMED acceptable-or-better -- ScoreSetups/reversal-path direction not endorsed by the canonical M10 authority
20260720	01:00:30.073	3558	XAUUSD_AI_Sniper_EA_v6.25.15_FINAL (XAUUSD,M30)	M10_ORIGINATED_CANDIDATE_SHARED_PATH	M10_ORIGINATED_CANDIDATE_SHARED_PATH | direction=SELL setupScore=5.20 m10Confidence=58.0 m10Decision=SELL_CANDIDATE evidenceId=14 reason=dominant case wins (score=58.0 vs opposite=41.7), location=LOCATION_RESET_CONFIRMED acceptable-or-better
20260720	01:00:30.393	3568	XAUUSD_AI_Sniper_EA_v6.25.15_FINAL (XAUUSD,M30)	ENTRY_TIMER_STARTED	ENTRY_TIMER_STARTED | candidateId=M10_ORIGINATED_CANDIDATE_SELL_3 direction=SELL minimumSeconds=120 targetSeconds=150 maximumSeconds=180 origin=2026.07.20 03:00:30
20260720	01:02:59.990	3591	XAUUSD_AI_Sniper_EA_v6.25.15_FINAL (XAUUSD,M30)	M10_CANDIDATE_REJECTED	M10_CANDIDATE_REJECTED | proposedDirection=BUY proposedSetup=TREND_PULLBACK m10Decision=SELL_CANDIDATE m10PreferredDirection=SELL m10Reason=dominant case wins (score=58.0 vs opposite=41.7), location=LOCATION_RESET_CONFIRMED acceptable-or-better -- ScoreSetups/reversal-path direction not endorsed by the canonical M10 authority
20260720	01:02:59.990	3592	XAUUSD_AI_Sniper_EA_v6.25.15_FINAL (XAUUSD,M30)	M10_ORIGINATED_CANDIDATE_SHARED_PATH	M10_ORIGINATED_CANDIDATE_SHARED_PATH | direction=SELL setupScore=5.20 m10Confidence=58.0 m10Decision=SELL_CANDIDATE evidenceId=14 reason=dominant case wins (score=58.0 vs opposite=41.7), location=LOCATION_RESET_CONFIRMED acceptable-or-better
20260720	01:03:00.663	3601	XAUUSD_AI_Sniper_EA_v6.25.15_FINAL (XAUUSD,M30)	ENTRY_TIMER_COMPLETED	ENTRY_TIMER_COMPLETED | candidateId=M10_ORIGINATED_CANDIDATE_SELL_3 dir=SELL elapsed=150s required=150s maximumSeconds=180
20260720	01:03:00.680	3602	XAUUSD_AI_Sniper_EA_v6.25.15_FINAL (XAUUSD,M30)	ENTRY_REVALIDATED	ENTRY_REVALIDATED | candidateId=M10_ORIGINATED_CANDIDATE_SELL_3 signalValid=false moveR=0.301 result=CANCEL_MISSED_MOVE
20260720	01:03:00.680	3603	XAUUSD_AI_Sniper_EA_v6.25.15_FINAL (XAUUSD,M30)	ENTRY_DELAY_COMPLETED	ENTRY_DELAY_COMPLETED | candidateId=M10_ORIGINATED_CANDIDATE_SELL_3 direction=SELL elapsedSeconds=150 intendedEntry=3991.95000 currentPrice=3984.98000 riskDistance=23.16643 moveFromIntendedEntryR=0.301 structureValid=true finalAction=CANCEL_MISSED_MOVE
20260720	01:09:59.869	3653	XAUUSD_AI_Sniper_EA_v6.25.15_FINAL (XAUUSD,M30)	M10_FRESHNESS	M10_FRESHNESS | currentTime=2026.07.20 03:10:00 evaluatedBarOpen=2026.07.20 03:00:00 evaluatedBarClose=2026.07.20 03:10:00 latestClosedBarOpen=2026.07.20 03:00:00 previousClosedBarOpen=2026.07.20 02:50:00 evaluatedShift=1 openAgeSeconds=600 closeAgeSeconds=0 freshnessState=FRESH dataState=COMPLETE staleCause= continuationEntryPaused=false
20260720	01:09:59.870	3654	XAUUSD_AI_Sniper_EA_v6.25.15_FINAL (XAUUSD,M30)	M10_SIGNAL_ANALYSIS	M10_SIGNAL_ANALYSIS | evidenceId=15 barTime=2026.07.20 03:00 trendState=TREND_CONTINUING buyPressure=26.0 buySlope=-17.1 sellPressure=67.1 sellSlope=13.1 buyCaseScore=34.5 sellCaseScore=61.8 continuationScore=67.1 exhaustionScore=49.2 exhaustionPct=49.2 structure=STRUCTURE_MIXED location=LOCATION_RESET_CONFIRMED buyRoomR=2.08 sellRoomR=1.70 preferredDirection=SELL decision=SELL_CANDIDATE confidence=61.8 reason=dominant case wins (score=61.8 vs opposite=34.5), location=LOCATION_RESET_CONFIRMED acceptable-or-better
20260720	01:09:59.870	3655	XAUUSD_AI_Sniper_EA_v6.25.15_FINAL (XAUUSD,M30)	M10_EVIDENCE_STORED	M10_EVIDENCE_STORED | barOpen=2026.07.20 03:00:00 barClose=2026.07.20 03:10:00 evidenceId=15 buyCaseScore=34.51 sellCaseScore=61.75 preferredDirection=SELL decision=SELL_CANDIDATE location=LOCATION_RESET_CONFIRMED structure=STRUCTURE_MIXED freshness=FRESH dataState=COMPLETE
20260720	01:10:30.501	4270	XAUUSD_AI_Sniper_EA_v6.25.15_FINAL (XAUUSD,M30)	M10_CANDIDATE_ENDORSED	M10_CANDIDATE_ENDORSED | direction=SELL setup=TREND_PULLBACK m10Decision=SELL_CANDIDATE m10Confidence=61.8 evidenceId=15
20260720	01:10:30.861	4279	XAUUSD_AI_Sniper_EA_v6.25.15_FINAL (XAUUSD,M30)	ENTRY_TIMER_STARTED	ENTRY_TIMER_STARTED | candidateId=TREND_PULLBACK_SELL_4 direction=SELL minimumSeconds=120 targetSeconds=150 maximumSeconds=180 origin=2026.07.20 03:10:31
20260720	01:13:31.718	5006	XAUUSD_AI_Sniper_EA_v6.25.15_FINAL (XAUUSD,M30)	M10_CANDIDATE_ENDORSED	M10_CANDIDATE_ENDORSED | direction=SELL setup=TREND_PULLBACK m10Decision=SELL_CANDIDATE m10Confidence=61.8 evidenceId=15
20260720	01:13:32.159	5014	XAUUSD_AI_Sniper_EA_v6.25.15_FINAL (XAUUSD,M30)	ENTRY_REVALIDATED	ENTRY_REVALIDATED | candidateId=TREND_PULLBACK_SELL_4 signalValid=false moveR=NA result=CANCEL_TIMER_EXPIRED elapsedSeconds=181 maximumSeconds=180
20260720	01:19:59.841	5061	XAUUSD_AI_Sniper_EA_v6.25.15_FINAL (XAUUSD,M30)	M10_FRESHNESS	M10_FRESHNESS | currentTime=2026.07.20 03:20:00 evaluatedBarOpen=2026.07.20 03:10:00 evaluatedBarClose=2026.07.20 03:20:00 latestClosedBarOpen=2026.07.20 03:10:00 previousClosedBarOpen=2026.07.20 03:00:00 evaluatedShift=1 openAgeSeconds=600 closeAgeSeconds=0 freshnessState=FRESH dataState=COMPLETE staleCause= continuationEntryPaused=false
20260720	01:19:59.841	5062	XAUUSD_AI_Sniper_EA_v6.25.15_FINAL (XAUUSD,M30)	M10_SIGNAL_ANALYSIS	M10_SIGNAL_ANALYSIS | evidenceId=16 barTime=2026.07.20 03:10 trendState=TREND_CONTINUING buyPressure=40.0 buySlope=14.0 sellPressure=52.0 sellSlope=-15.1 buyCaseScore=38.4 sellCaseScore=57.5 continuationScore=52.0 exhaustionScore=49.2 exhaustionPct=49.2 structure=STRUCTURE_MIXED location=LOCATION_RESET_CONFIRMED buyRoomR=1.30 sellRoomR=2.21 preferredDirection=SELL decision=SELL_CANDIDATE confidence=57.5 reason=dominant case wins (score=57.5 vs opposite=38.4), location=LOCATION_RESET_CONFIRMED acceptable-or-better
20260720	01:19:59.841	5063	XAUUSD_AI_Sniper_EA_v6.25.15_FINAL (XAUUSD,M30)	M10_EVIDENCE_STORED	M10_EVIDENCE_STORED | barOpen=2026.07.20 03:10:00 barClose=2026.07.20 03:20:00 evidenceId=16 buyCaseScore=38.42 sellCaseScore=57.55 preferredDirection=SELL decision=SELL_CANDIDATE location=LOCATION_RESET_CONFIRMED structure=STRUCTURE_MIXED freshness=FRESH dataState=COMPLETE
20260720	01:20:31.378	5708	XAUUSD_AI_Sniper_EA_v6.25.15_FINAL (XAUUSD,M30)	M10_CANDIDATE_REJECTED	M10_CANDIDATE_REJECTED | proposedDirection=BUY proposedSetup=TREND_PULLBACK m10Decision=SELL_CANDIDATE m10PreferredDirection=SELL m10Reason=dominant case wins (score=57.5 vs opposite=38.4), location=LOCATION_RESET_CONFIRMED acceptable-or-better -- ScoreSetups/reversal-path direction not endorsed by the canonical M10 authority
20260720	01:20:31.378	5709	XAUUSD_AI_Sniper_EA_v6.25.15_FINAL (XAUUSD,M30)	M10_ORIGINATED_CANDIDATE_SHARED_PATH	M10_ORIGINATED_CANDIDATE_SHARED_PATH | direction=SELL setupScore=5.17 m10Confidence=57.5 m10Decision=SELL_CANDIDATE evidenceId=16 reason=dominant case wins (score=57.5 vs opposite=38.4), location=LOCATION_RESET_CONFIRMED acceptable-or-better
20260720	01:20:31.783	5719	XAUUSD_AI_Sniper_EA_v6.25.15_FINAL (XAUUSD,M30)	ENTRY_TIMER_STARTED	ENTRY_TIMER_STARTED | candidateId=M10_ORIGINATED_CANDIDATE_SELL_5 direction=SELL minimumSeconds=120 targetSeconds=150 maximumSeconds=180 origin=2026.07.20 03:20:31
20260720	01:23:02.366	5744	XAUUSD_AI_Sniper_EA_v6.25.15_FINAL (XAUUSD,M30)	M10_CANDIDATE_REJECTED	M10_CANDIDATE_REJECTED | proposedDirection=BUY proposedSetup=TREND_PULLBACK m10Decision=SELL_CANDIDATE m10PreferredDirection=SELL m10Reason=dominant case wins (score=61.3 vs opposite=38.4), location=LOCATION_RESET_CONFIRMED acceptable-or-better -- ScoreSetups/reversal-path direction not endorsed by the canonical M10 authority
