action,attempted_authority,attempted_exit_r,authority,currentR,decision,direction,external_manual,floor_r,guaranteedFloorR,new_floor_r,peak_r,previous_floor_r,profile,protected_floor_r,reason,ret,tag,ticket,ts
,,,,,,,,,,0.358,0.511,0.357,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,38,
,,,,,,,,,,0.366,0.522,0.358,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,38,
,,,,,,,,,,0.366,0.523,0.366,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,38,
,,,,,,,,,,0.371,0.530,0.366,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,38,
RETRY_BROKER_FLOOR,OWNER_R_EXIT_FLOOR_BREACH,0.370,,,,,,,,,,,,0.371,,,OWNER_R_EXIT_CLOSE_REJECTED_BELOW_FLOOR,38,
CLOSE_AT_OR_ABOVE_FLOOR,,,,0.374,,BUY,,,0.37,,,,,,OWNER_R_EXIT_FLOOR_BREACH,,OWNER_R_EXIT_DECISION,38,
,,,OWNER_R_EXIT_FLOOR_BREACH,,APPROVE,,false,,,,,,,,,,OWNER_R_EXIT_DECISION,38,
,,,OWNER_R_EXIT_FLOOR_BREACH,,,,false,,,,,,,,,10009,OWNER_R_EXIT_CLOSE_APPROVED,38,
,,,,,,,,0.300,,,0.400,,GENERAL,,,,OWNER_R_EXIT_FLOOR_ARMED,40,
,,,,,,,,,,0.351,0.502,0.300,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,40,
,,,,,,,,,,0.354,0.506,0.351,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,40,
,,,,,,,,,,0.358,0.511,0.354,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,40,
,,,,,,,,,,0.375,0.536,0.358,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,40,
,,,,,,,,,,0.377,0.539,0.375,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,40,
,,,,,,,,,,0.379,0.542,0.377,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,40,
,,,,,,,,,,0.383,0.547,0.379,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,40,
,,,,,,,,,,0.384,0.548,0.383,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,40,
,,,,,,,,,,0.384,0.549,0.384,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,40,
,,,,,,,,,,0.385,0.550,0.384,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,40,
,,,,,,,,,,0.389,0.556,0.385,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,40,
,,,,,,,,,,0.390,0.557,0.389,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,40,
,,,,,,,,,,0.395,0.564,0.390,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,40,
,,,,,,,,,,0.404,0.577,0.395,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,40,
,,,,,,,,,,0.409,0.584,0.404,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,40,
,,,,,,,,,,0.410,0.585,0.409,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,40,
,,,,,,,,,,0.411,0.587,0.410,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,40,
,,,,,,,,,,0.412,0.589,0.411,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,40,
,,,,,,,,,,0.413,0.590,0.412,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,40,
,,,,,,,,,,0.414,0.591,0.413,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,40,
CLOSE_AT_OR_ABOVE_FLOOR,,,,0.426,,BUY,,,0.41,,,,,,OWNER_R_EXIT_FLOOR_BREACH,,OWNER_R_EXIT_DECISION,40,
,,,OWNER_R_EXIT_FLOOR_BREACH,,APPROVE,,false,,,,,,,,,,OWNER_R_EXIT_DECISION,40,
,,,OWNER_R_EXIT_FLOOR_BREACH,,,,false,,,,,,,,,10009,OWNER_R_EXIT_CLOSE_APPROVED,40,
,,,,,,,,0.300,,,0.404,,GENERAL,,,,OWNER_R_EXIT_FLOOR_ARMED,42,
,,,OWNER_R_EXIT_RUNNER_CONTINUATION_FAILED,,APPROVE,,false,,,,,,,,,,OWNER_R_EXIT_DECISION,42,
,,,OWNER_R_EXIT_RUNNER_CONTINUATION_FAILED,,,,false,,,,,,,,,10009,OWNER_R_EXIT_CLOSE_APPROVED,42,
,,,,,,,,0.300,,,0.405,,GENERAL,,,,OWNER_R_EXIT_FLOOR_ARMED,44,
CLOSE_AT_OR_ABOVE_FLOOR,,,,0.311,,BUY,,,0.30,,,,,,OWNER_R_EXIT_FLOOR_BREACH,,OWNER_R_EXIT_DECISION,44,
,,,OWNER_R_EXIT_FLOOR_BREACH,,APPROVE,,false,,,,,,,,,,OWNER_R_EXIT_DECISION,44,
,,,OWNER_R_EXIT_FLOOR_BREACH,,,,false,,,,,,,,,10009,OWNER_R_EXIT_CLOSE_APPROVED,44,
,,,OWNER_R_EXIT_GIVEBACK_45,,APPROVE,,false,,,,,,,,,,OWNER_R_EXIT_DECISION,46,
,,,OWNER_R_EXIT_GIVEBACK_45,,,,false,,,,,,,,,10009,OWNER_R_EXIT_CLOSE_APPROVED,46,
,,,OWNER_R_EXIT_GIVEBACK_45,,APPROVE,,false,,,,,,,,,,OWNER_R_EXIT_DECISION,48,
,,,OWNER_R_EXIT_GIVEBACK_45,,,,false,,,,,,,,,10009,OWNER_R_EXIT_CLOSE_APPROVED,48,
,,,,,,,,0.300,,,0.402,,GENERAL,,,,OWNER_R_EXIT_FLOOR_ARMED,50,
CLOSE_AT_OR_ABOVE_FLOOR,,,,0.306,,SELL,,,0.30,,,,,,OWNER_R_EXIT_FLOOR_BREACH,,OWNER_R_EXIT_DECISION,50,
,,,OWNER_R_EXIT_FLOOR_BREACH,,APPROVE,,false,,,,,,,,,,OWNER_R_EXIT_DECISION,50,
,,,OWNER_R_EXIT_FLOOR_BREACH,,,,false,,,,,,,,,10009,OWNER_R_EXIT_CLOSE_APPROVED,50,
,,,OWNER_R_EXIT_GIVEBACK_45,,APPROVE,,false,,,,,,,,,,OWNER_R_EXIT_DECISION,54,
,,,OWNER_R_EXIT_GIVEBACK_45,,,,false,,,,,,,,,10009,OWNER_R_EXIT_CLOSE_APPROVED,54,
,,,OWNER_R_EXIT_GIVEBACK_45,,APPROVE,,false,,,,,,,,,,OWNER_R_EXIT_DECISION,56,
,,,OWNER_R_EXIT_GIVEBACK_45,,,,false,,,,,,,,,10009,OWNER_R_EXIT_CLOSE_APPROVED,56,
,,,,,,,,0.300,,,0.417,,GENERAL,,,,OWNER_R_EXIT_FLOOR_ARMED,58,
,,,,,,,,,,0.357,0.510,0.300,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,58,
,,,,,,,,,,0.360,0.514,0.357,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,58,
,,,,,,,,,,0.360,0.515,0.360,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,58,
,,,,,,,,,,0.363,0.518,0.360,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,58,
,,,,,,,,,,0.365,0.522,0.363,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,58,
,,,,,,,,,,0.371,0.530,0.365,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,58,
,,,,,,,,,,0.374,0.534,0.371,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,58,
,,,,,,,,,,0.375,0.535,0.374,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,58,
,,,,,,,,,,0.379,0.541,0.375,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,58,
,,,,,,,,,,0.382,0.546,0.379,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,58,
,,,,,,,,,,0.383,0.547,0.382,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,58,
,,,,,,,,,,0.384,0.548,0.383,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,58,
CLOSE_AT_OR_ABOVE_FLOOR,,,,0.399,,SELL,,,0.38,,,,,,OWNER_R_EXIT_FLOOR_BREACH,,OWNER_R_EXIT_DECISION,58,
,,,OWNER_R_EXIT_FLOOR_BREACH,,APPROVE,,false,,,,,,,,,,OWNER_R_EXIT_DECISION,58,
,,,OWNER_R_EXIT_FLOOR_BREACH,,,,false,,,,,,,,,10009,OWNER_R_EXIT_CLOSE_APPROVED,58,
,,,,,,,,0.300,,,0.413,,GENERAL,,,,OWNER_R_EXIT_FLOOR_ARMED,60,
,,,,,,,,,,0.355,0.508,0.300,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,60,
,,,,,,,,,,0.362,0.518,0.355,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,60,
,,,,,,,,,,0.368,0.525,0.362,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,60,
,,,,,,,,,,0.369,0.526,0.368,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,60,
,,,,,,,,,,0.376,0.538,0.369,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,60,
,,,,,,,,,,0.377,0.539,0.376,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,60,
,,,,,,,,,,0.381,0.544,0.377,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,60,
,,,,,,,,,,0.390,0.558,0.381,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,60,
,,,,,,,,,,0.391,0.559,0.390,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,60,
,,,,,,,,,,0.396,0.566,0.391,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,60,
,,,,,,,,,,0.397,0.568,0.396,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,60,
,,,,,,,,,,0.403,0.576,0.397,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,60,
,,,,,,,,,,0.411,0.588,0.403,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,60,
,,,,,,,,,,0.414,0.591,0.411,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,60,
,,,,,,,,,,0.415,0.593,0.414,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,60,
,,,,,,,,,,0.416,0.595,0.415,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,60,
,,,,,,,,,,0.425,0.607,0.416,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,60,
,,,,,,,,,,0.428,0.611,0.425,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,60,
,,,,,,,,,,0.430,0.615,0.428,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,60,
,,,,,,,,,,0.443,0.632,0.430,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,60,
,,,,,,,,,,0.452,0.646,0.443,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,60,
,,,,,,,,,,0.455,0.650,0.452,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,60,
,,,,,,,,,,0.459,0.656,0.455,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,60,
,,,,,,,,,,0.465,0.664,0.459,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,60,
,,,,,,,,,,0.472,0.675,0.465,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,60,
,,,,,,,,,,0.474,0.677,0.472,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,60,
,,,,,,,,,,0.475,0.678,0.474,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,60,
,,,,,,,,,,0.476,0.679,0.475,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,60,
,,,,,,,,,,0.479,0.685,0.476,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,60,
,,,,,,,,,,0.481,0.687,0.479,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,60,
,,,,,,,,,,0.484,0.692,0.481,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,60,
,,,,,,,,,,0.487,0.696,0.484,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,60,
,,,,,,,,,,0.492,0.703,0.487,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,60,
,,,,,,,,,,0.499,0.713,0.492,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,60,
,,,,,,,,,,0.500,0.714,0.499,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,60,
,,,,,,,,,,0.521,0.744,0.500,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,60,
,,,,,,,,,,0.525,0.751,0.521,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,60,
CLOSE_AT_OR_ABOVE_FLOOR,,,,0.552,,SELL,,,0.53,,,,,,OWNER_R_EXIT_FLOOR_BREACH,,OWNER_R_EXIT_DECISION,60,
,,,OWNER_R_EXIT_FLOOR_BREACH,,APPROVE,,false,,,,,,,,,,OWNER_R_EXIT_DECISION,60,
,,,OWNER_R_EXIT_FLOOR_BREACH,,,,false,,,,,,,,,10009,OWNER_R_EXIT_CLOSE_APPROVED,60,
,,,,,,,,0.300,,,0.400,,GENERAL,,,,OWNER_R_EXIT_FLOOR_ARMED,62,
CLOSE_AT_OR_ABOVE_FLOOR,,,,0.312,,SELL,,,0.30,,,,,,OWNER_R_EXIT_FLOOR_BREACH,,OWNER_R_EXIT_DECISION,62,
,,,OWNER_R_EXIT_FLOOR_BREACH,,APPROVE,,false,,,,,,,,,,OWNER_R_EXIT_DECISION,62,
,,,OWNER_R_EXIT_FLOOR_BREACH,,,,false,,,,,,,,,10009,OWNER_R_EXIT_CLOSE_APPROVED,62,
,,,OWNER_R_EXIT_GIVEBACK_45,,APPROVE,,false,,,,,,,,,,OWNER_R_EXIT_DECISION,64,
,,,OWNER_R_EXIT_GIVEBACK_45,,,,false,,,,,,,,,10009,OWNER_R_EXIT_CLOSE_APPROVED,64,
,,,,,,,,0.300,,,0.408,,GENERAL,,,,OWNER_R_EXIT_FLOOR_ARMED,66,
CLOSE_AT_OR_ABOVE_FLOOR,,,,0.314,,SELL,,,0.30,,,,,,OWNER_R_EXIT_FLOOR_BREACH,,OWNER_R_EXIT_DECISION,66,
,,,OWNER_R_EXIT_FLOOR_BREACH,,APPROVE,,false,,,,,,,,,,OWNER_R_EXIT_DECISION,66,
,,,OWNER_R_EXIT_FLOOR_BREACH,,,,false,,,,,,,,,10009,OWNER_R_EXIT_CLOSE_APPROVED,66,
,,,OWNER_R_EXIT_GIVEBACK_45,,APPROVE,,false,,,,,,,,,,OWNER_R_EXIT_DECISION,68,
,,,OWNER_R_EXIT_GIVEBACK_45,,,,false,,,,,,,,,10009,OWNER_R_EXIT_CLOSE_APPROVED,68,
,,,OWNER_R_EXIT_GIVEBACK_45,,APPROVE,,false,,,,,,,,,,OWNER_R_EXIT_DECISION,70,
,,,OWNER_R_EXIT_GIVEBACK_45,,,,false,,,,,,,,,10009,OWNER_R_EXIT_CLOSE_APPROVED,70,
,,,,,,,,0.300,,,0.410,,GENERAL,,,,OWNER_R_EXIT_FLOOR_ARMED,72,
,,,,,,,,,,0.350,0.500,0.300,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,72,
,,,,,,,,,,0.352,0.502,0.350,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,72,
,,,,,,,,,,0.352,0.503,0.352,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,72,
,,,,,,,,,,0.353,0.505,0.352,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,72,
,,,,,,,,,,0.357,0.510,0.353,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,72,
,,,,,,,,,,0.357,0.511,0.357,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,72,
,,,,,,,,,,0.366,0.523,0.357,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,72,
,,,,,,,,,,0.370,0.528,0.366,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,72,
,,,,,,,,,,0.371,0.529,0.370,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,72,
,,,,,,,,,,0.372,0.532,0.371,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,72,
,,,,,,,,,,0.384,0.549,0.372,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,72,
,,,,,,,,,,0.390,0.557,0.384,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,72,
,,,,,,,,,,0.391,0.559,0.390,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,72,
,,,,,,,,,,0.393,0.561,0.391,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,72,
,,,,,,,,,,0.394,0.562,0.393,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,72,
,,,,,,,,,,0.400,0.571,0.394,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,72,
,,,,,,,,,,0.406,0.580,0.400,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,72,
,,,,,,,,,,0.407,0.582,0.406,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,72,
,,,,,,,,,,0.408,0.583,0.407,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,72,
,,,,,,,,,,0.411,0.586,0.408,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,72,
,,,,,,,,,,0.417,0.595,0.411,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,72,
,,,,,,,,,,0.419,0.598,0.417,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,72,
,,,,,,,,,,0.419,0.599,0.419,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,72,
,,,,,,,,,,0.421,0.601,0.419,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,72,
,,,,,,,,,,0.422,0.602,0.421,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,72,
,,,,,,,,,,0.432,0.616,0.422,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,72,
,,,,,,,,,,0.433,0.619,0.432,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,72,
,,,,,,,,,,0.435,0.621,0.433,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,72,
,,,,,,,,,,0.435,0.622,0.435,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,72,
,,,,,,,,,,0.443,0.632,0.435,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,72,
,,,,,,,,,,0.443,0.633,0.443,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,72,
,,,,,,,,,,0.444,0.634,0.443,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,72,
,,,,,,,,,,0.444,0.635,0.444,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,72,
,,,,,,,,,,0.456,0.652,0.444,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,72,
,,,,,,,,,,0.463,0.661,0.456,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,72,
,,,,,,,,,,0.465,0.664,0.463,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,72,
CLOSE_AT_OR_ABOVE_FLOOR,,,,0.486,,BUY,,,0.46,,,,,,OWNER_R_EXIT_FLOOR_BREACH,,OWNER_R_EXIT_DECISION,72,
,,,OWNER_R_EXIT_FLOOR_BREACH,,APPROVE,,false,,,,,,,,,,OWNER_R_EXIT_DECISION,72,
,,,OWNER_R_EXIT_FLOOR_BREACH,,,,false,,,,,,,,,10009,OWNER_R_EXIT_CLOSE_APPROVED,72,
,,,,,,,,0.300,,,0.401,,GENERAL,,,,OWNER_R_EXIT_FLOOR_ARMED,74,
CLOSE_AT_OR_ABOVE_FLOOR,,,,0.315,,BUY,,,0.30,,,,,,OWNER_R_EXIT_FLOOR_BREACH,,OWNER_R_EXIT_DECISION,74,
,,,OWNER_R_EXIT_FLOOR_BREACH,,APPROVE,,false,,,,,,,,,,OWNER_R_EXIT_DECISION,74,
,,,OWNER_R_EXIT_FLOOR_BREACH,,,,false,,,,,,,,,10009,OWNER_R_EXIT_CLOSE_APPROVED,74,
,,,OWNER_R_EXIT_GIVEBACK_45,,APPROVE,,false,,,,,,,,,,OWNER_R_EXIT_DECISION,76,
,,,OWNER_R_EXIT_GIVEBACK_45,,,,false,,,,,,,,,10009,OWNER_R_EXIT_CLOSE_APPROVED,76,
,,,,,,,,0.300,,,0.403,,GENERAL,,,,OWNER_R_EXIT_FLOOR_ARMED,78,
CLOSE_AT_OR_ABOVE_FLOOR,,,,0.317,,SELL,,,0.30,,,,,,OWNER_R_EXIT_FLOOR_BREACH,,OWNER_R_EXIT_DECISION,78,
,,,OWNER_R_EXIT_FLOOR_BREACH,,APPROVE,,false,,,,,,,,,,OWNER_R_EXIT_DECISION,78,
,,,OWNER_R_EXIT_FLOOR_BREACH,,,,false,,,,,,,,,10009,OWNER_R_EXIT_CLOSE_APPROVED,78,
,,,OWNER_R_EXIT_GIVEBACK_45,,APPROVE,,false,,,,,,,,,,OWNER_R_EXIT_DECISION,82,
,,,OWNER_R_EXIT_GIVEBACK_45,,,,false,,,,,,,,,10009,OWNER_R_EXIT_CLOSE_APPROVED,82,
,,,OWNER_R_EXIT_GIVEBACK_45,,APPROVE,,false,,,,,,,,,,OWNER_R_EXIT_DECISION,84,
,,,OWNER_R_EXIT_GIVEBACK_45,,,,false,,,,,,,,,10009,OWNER_R_EXIT_CLOSE_APPROVED,84,
,,,,,,,,0.300,,,0.400,,GENERAL,,,,OWNER_R_EXIT_FLOOR_ARMED,86,
,,,OWNER_R_EXIT_RUNNER_CONTINUATION_FAILED,,APPROVE,,false,,,,,,,,,,OWNER_R_EXIT_DECISION,86,
,,,OWNER_R_EXIT_RUNNER_CONTINUATION_FAILED,,,,false,,,,,,,,,10009,OWNER_R_EXIT_CLOSE_APPROVED,86,
,,,OWNER_R_EXIT_GIVEBACK_45,,APPROVE,,false,,,,,,,,,,OWNER_R_EXIT_DECISION,88,
,,,OWNER_R_EXIT_GIVEBACK_45,,,,false,,,,,,,,,10009,OWNER_R_EXIT_CLOSE_APPROVED,88,
,,,OWNER_R_EXIT_GIVEBACK_45,,APPROVE,,false,,,,,,,,,,OWNER_R_EXIT_DECISION,90,
,,,OWNER_R_EXIT_GIVEBACK_45,,,,false,,,,,,,,,10009,OWNER_R_EXIT_CLOSE_APPROVED,90,
,,,OWNER_R_EXIT_GIVEBACK_45,,APPROVE,,false,,,,,,,,,,OWNER_R_EXIT_DECISION,92,
,,,OWNER_R_EXIT_GIVEBACK_45,,,,false,,,,,,,,,10009,OWNER_R_EXIT_CLOSE_APPROVED,92,
,,,,,,,,0.300,,,0.408,,GENERAL,,,,OWNER_R_EXIT_FLOOR_ARMED,94,
,,,,,,,,,,0.352,0.503,0.300,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,94,
,,,,,,,,,,0.354,0.506,0.352,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,94,
,,,,,,,,,,0.357,0.510,0.354,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,94,
,,,,,,,,,,0.360,0.514,0.357,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,94,
,,,,,,,,,,0.361,0.515,0.360,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,94,
,,,,,,,,,,0.365,0.522,0.361,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,94,
,,,,,,,,,,0.369,0.526,0.365,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,94,
,,,,,,,,,,0.370,0.528,0.369,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,94,
,,,,,,,,,,0.370,0.529,0.370,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,94,
,,,,,,,,,,0.371,0.530,0.370,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,94,
,,,,,,,,,,0.372,0.531,0.371,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,94,
,,,,,,,,,,0.372,0.532,0.372,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,94,
,,,,,,,,,,0.373,0.533,0.372,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,94,
,,,,,,,,,,0.390,0.558,0.373,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,94,
,,,,,,,,,,0.395,0.564,0.390,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,94,
,,,,,,,,,,0.399,0.570,0.395,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,94,
,,,,,,,,,,0.408,0.583,0.399,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,94,
,,,,,,,,,,0.419,0.599,0.408,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,94,
,,,,,,,,,,0.421,0.602,0.419,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,94,
,,,,,,,,,,0.436,0.622,0.421,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,94,
,,,,,,,,,,0.439,0.627,0.436,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,94,
,,,,,,,,,,0.445,0.635,0.439,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,94,
,,,,,,,,,,0.445,0.636,0.445,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,94,
,,,,,,,,,,0.446,0.637,0.445,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,94,
,,,,,,,,,,0.449,0.641,0.446,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,94,
,,,,,,,,,,0.452,0.645,0.449,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,94,
CLOSE_AT_OR_ABOVE_FLOOR,,,,0.478,,SELL,,,0.45,,,,,,OWNER_R_EXIT_FLOOR_BREACH,,OWNER_R_EXIT_DECISION,94,
,,,OWNER_R_EXIT_FLOOR_BREACH,,APPROVE,,false,,,,,,,,,,OWNER_R_EXIT_DECISION,94,
,,,OWNER_R_EXIT_FLOOR_BREACH,,,,false,,,,,,,,,10009,OWNER_R_EXIT_CLOSE_APPROVED,94,
,,,,,,,,0.300,,,0.405,,GENERAL,,,,OWNER_R_EXIT_FLOOR_ARMED,96,
,,,,,,,,,,0.358,0.512,0.300,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,96,
,,,,,,,,,,0.375,0.535,0.358,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,96,
,,,,,,,,,,0.377,0.539,0.375,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,96,
,,,,,,,,,,0.410,0.585,0.377,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,96,
CLOSE_AT_OR_ABOVE_FLOOR,,,,0.430,,SELL,,,0.41,,,,,,OWNER_R_EXIT_FLOOR_BREACH,,OWNER_R_EXIT_DECISION,96,
,,,OWNER_R_EXIT_FLOOR_BREACH,,APPROVE,,false,,,,,,,,,,OWNER_R_EXIT_DECISION,96,
,,,OWNER_R_EXIT_FLOOR_BREACH,,,,false,,,,,,,,,10009,OWNER_R_EXIT_CLOSE_APPROVED,96,
