action,attempted_authority,attempted_exit_r,authority,currentR,decision,direction,external_manual,floor_r,guaranteedFloorR,new_floor_r,peak_r,previous_floor_r,profile,protected_floor_r,reason,ret,tag,ticket,ts
,,,,,,,,,,0.386,0.551,0.386,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,22,
,,,,,,,,,,0.388,0.554,0.386,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,22,
,,,,,,,,,,0.388,0.555,0.388,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,22,
,,,,,,,,,,0.389,0.555,0.388,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,22,
,,,,,,,,,,0.389,0.556,0.389,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,22,
,,,,,,,,,,0.389,0.556,0.389,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,22,
,,,,,,,,,,0.390,0.557,0.389,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,22,
,,,,,,,,,,0.393,0.562,0.390,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,22,
,,,,,,,,,,0.394,0.562,0.393,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,22,
,,,,,,,,,,0.394,0.563,0.394,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,22,
,,,,,,,,,,0.395,0.564,0.394,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,22,
,,,,,,,,,,0.396,0.566,0.395,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,22,
,,,,,,,,,,0.397,0.566,0.396,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,22,
,,,,,,,,,,0.399,0.570,0.397,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,22,
,,,,,,,,,,0.399,0.570,0.399,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,22,
,,,,,,,,,,0.402,0.574,0.399,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,22,
,,,,,,,,,,0.410,0.585,0.402,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,22,
,,,,,,,,,,0.412,0.588,0.410,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,22,
,,,,,,,,,,0.414,0.591,0.412,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,22,
,,,,,,,,,,0.414,0.592,0.414,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,22,
,,,,,,,,,,0.415,0.592,0.414,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,22,
,,,,,,,,,,0.415,0.593,0.415,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,22,
,,,,,,,,,,0.416,0.594,0.415,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,22,
,,,,,,,,,,0.418,0.597,0.416,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,22,
,,,,,,,,,,0.420,0.599,0.418,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,22,
,,,,,,,,,,0.425,0.607,0.420,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,22,
,,,,,,,,,,0.425,0.608,0.425,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,22,
,,,,,,,,,,0.432,0.618,0.425,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,22,
,,,,,,,,,,0.433,0.619,0.432,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,22,
,,,,,,,,,,0.433,0.619,0.433,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,22,
,,,,,,,,,,0.435,0.621,0.433,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,22,
,,,,,,,,,,0.438,0.626,0.435,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,22,
,,,,,,,,,,0.438,0.626,0.438,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,22,
,,,,,,,,,,0.441,0.629,0.438,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,22,
,,,,,,,,,,0.443,0.632,0.441,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,22,
,,,,,,,,,,0.443,0.633,0.443,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,22,
,,,,,,,,,,0.444,0.634,0.443,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,22,
,,,,,,,,,,0.446,0.637,0.444,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,22,
,,,,,,,,,,0.446,0.637,0.446,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,22,
,,,,,,,,,,0.448,0.640,0.446,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,22,
,,,,,,,,,,0.449,0.641,0.448,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,22,
,,,,,,,,,,0.451,0.644,0.449,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,22,
,,,,,,,,,,0.451,0.645,0.451,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,22,
,,,,,,,,,,0.452,0.645,0.451,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,22,
,,,,,,,,,,0.452,0.645,0.452,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,22,
,,,,,,,,,,0.462,0.660,0.452,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,22,
,,,,,,,,,,0.464,0.662,0.462,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,22,
,,,,,,,,,,0.470,0.671,0.464,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,22,
,,,,,,,,,,0.474,0.677,0.470,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,22,
,,,,,,,,,,0.474,0.677,0.474,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,22,
,,,,,,,,,,0.483,0.691,0.474,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,22,
,,,,,,,,,,0.484,0.691,0.483,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,22,
,,,,,,,,,,0.484,0.692,0.484,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,22,
,,,,,,,,,,0.484,0.692,0.484,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,22,
,,,,,,,,,,0.485,0.693,0.484,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,22,
,,,,,,,,,,0.485,0.693,0.485,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,22,
,,,,,,,,,,0.486,0.694,0.485,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,22,
,,,,,,,,,,0.486,0.695,0.486,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,22,
,,,,,,,,,,0.487,0.696,0.486,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,22,
,,,,,,,,,,0.488,0.697,0.487,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,22,
,,,,,,,,,,0.496,0.709,0.488,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,22,
,,,,,,,,,,0.499,0.713,0.496,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,22,
,,,,,,,,,,0.500,0.714,0.499,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,22,
,,,,,,,,,,0.504,0.720,0.500,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,22,
,,,,,,,,,,0.512,0.731,0.504,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,22,
,,,,,,,,,,0.515,0.736,0.512,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,22,
,,,,,,,,,,0.515,0.736,0.515,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,22,
,,,,,,,,,,0.520,0.743,0.515,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,22,
,,,,,,,,,,0.523,0.747,0.520,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,22,
,,,,,,,,,,0.524,0.748,0.523,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,22,
,,,,,,,,,,0.525,0.750,0.524,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,22,
,,,,,,,,,,0.527,0.752,0.525,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,22,
,,,,,,,,,,0.528,0.755,0.527,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,22,
,,,,,,,,,,0.533,0.761,0.528,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,22,
,,,,,,,,,,0.533,0.762,0.533,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,22,
,,,,,,,,,,0.544,0.776,0.533,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,22,
,,,,,,,,,,0.545,0.778,0.544,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,22,
,,,,,,,,,,0.546,0.780,0.545,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,22,
,,,,,,,,,,0.546,0.780,0.546,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,22,
,,,,,,,,,,0.549,0.784,0.546,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,22,
,,,,,,,,,,0.550,0.786,0.549,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,22,
,,,,,,,,,,0.551,0.787,0.550,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,22,
,,,,,,,,,,0.551,0.787,0.551,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,22,
,,,,,,,,,,0.552,0.788,0.551,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,22,
,,,,,,,,,,0.556,0.794,0.552,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,22,
,,,,,,,,,,0.556,0.794,0.556,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,22,
,,,,,,,,,,0.559,0.798,0.556,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,22,
,,,,,,,,,,0.559,0.799,0.559,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,22,
,,,,,,,,,,0.560,0.800,0.559,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,22,
,,,,,,,,,,0.561,0.801,0.560,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,22,
,,,,,,,,,,0.566,0.808,0.561,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,22,
,,,,,,,,,,0.574,0.819,0.566,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,22,
,,,,,,,,,,0.576,0.823,0.574,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,22,
,,,,,,,,,,0.577,0.824,0.576,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,22,
,,,,,,,,,,0.580,0.829,0.577,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,22,
,,,,,,,,,,0.583,0.833,0.580,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,22,
,,,,,,,,,,0.583,0.833,0.583,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,22,
,,,,,,,,,,0.588,0.840,0.583,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,22,
,,,,,,,,,,0.589,0.841,0.588,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,22,
,,,,,,,,,,0.590,0.843,0.589,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,22,
,,,,,,,,,,0.590,0.843,0.590,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,22,
,,,,,,,,,,0.590,0.843,0.590,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,22,
,,,,,,,,,,0.592,0.846,0.590,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,22,
,,,,,,,,,,0.594,0.849,0.592,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,22,
,,,,,,,,,,0.600,0.857,0.594,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,22,
,,,,,,,,,,0.607,0.867,0.600,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,22,
,,,,,,,,,,0.609,0.870,0.607,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,22,
,,,,,,,,,,0.609,0.871,0.609,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,22,
,,,,,,,,,,0.611,0.872,0.609,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,22,
,,,,,,,,,,0.611,0.873,0.611,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,22,
,,,,,,,,,,0.615,0.879,0.611,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,22,
,,,,,,,,,,0.621,0.887,0.615,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,22,
,,,,,,,,,,0.622,0.888,0.621,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,22,
,,,,,,,,,,0.622,0.889,0.622,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,22,
,,,,,,,,,,0.626,0.895,0.622,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,22,
,,,,,,,,,,0.631,0.901,0.626,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,22,
,,,,,,,,,,0.632,0.903,0.631,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,22,
,,,,,,,,,,0.636,0.908,0.632,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,22,
,,,,,,,,,,0.636,0.908,0.636,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,22,
,,,,,,,,,,0.636,0.909,0.636,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,22,
,,,,,,,,,,0.638,0.912,0.636,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,22,
,,,,,,,,,,0.649,0.927,0.638,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,22,
,,,,,,,,,,0.650,0.929,0.649,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,22,
,,,,,,,,,,0.657,0.939,0.650,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,22,
,,,,,,,,,,0.658,0.940,0.657,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,22,
,,,,,,,,,,0.663,0.947,0.658,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,22,
,,,,,,,,,,0.671,0.959,0.663,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,22,
,,,,,,,,,,0.672,0.960,0.671,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,22,
,,,,,,,,,,0.673,0.962,0.672,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,22,
,,,,,,,,,,0.674,0.963,0.673,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,22,
,,,,,,,,,,0.684,0.977,0.674,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,22,
,,,,,,,,,,0.688,0.983,0.684,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,22,
,,,,,,,,,,0.692,0.989,0.688,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,22,
,,,,,,,,,,0.700,1.000,0.692,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,22,
,,,OWNER_R_EXIT_TP_1R,,APPROVE,,false,,,,,,,,,,OWNER_R_EXIT_DECISION,22,
,,,OWNER_R_EXIT_TP_1R,,,,false,,,,,,,,,10009,OWNER_R_EXIT_CLOSE_APPROVED,22,
,,,OWNER_R_EXIT_GIVEBACK_45,,APPROVE,,false,,,,,,,,,,OWNER_R_EXIT_DECISION,26,
,,,OWNER_R_EXIT_GIVEBACK_45,,,,false,,,,,,,,,10009,OWNER_R_EXIT_CLOSE_APPROVED,26,
,,,,,,,,0.300,,,0.404,,GENERAL,,,,OWNER_R_EXIT_FLOOR_ARMED,28,
,,,,,,,,,,0.352,0.503,0.300,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,28,
,,,,,,,,,,0.353,0.505,0.352,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,28,
,,,,,,,,,,0.354,0.506,0.353,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,28,
,,,,,,,,,,0.355,0.507,0.354,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,28,
,,,,,,,,,,0.356,0.508,0.355,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,28,
,,,,,,,,,,0.359,0.512,0.356,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,28,
,,,,,,,,,,0.364,0.519,0.359,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,28,
,,,,,,,,,,0.368,0.526,0.364,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,28,
,,,,,,,,,,0.371,0.531,0.368,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,28,
,,,,,,,,,,0.380,0.543,0.371,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,28,
,,,,,,,,,,0.383,0.547,0.380,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,28,
,,,,,,,,,,0.385,0.549,0.383,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,28,
,,,,,,,,,,0.387,0.553,0.385,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,28,
,,,,,,,,,,0.392,0.560,0.387,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,28,
,,,,,,,,,,0.397,0.567,0.392,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,28,
,,,,,,,,,,0.398,0.568,0.397,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,28,
,,,,,,,,,,0.398,0.569,0.398,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,28,
,,,,,,,,,,0.401,0.572,0.398,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,28,
,,,,,,,,,,0.401,0.573,0.401,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,28,
,,,,,,,,,,0.402,0.574,0.401,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,28,
,,,,,,,,,,0.402,0.574,0.402,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,28,
,,,,,,,,,,0.409,0.585,0.402,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,28,
,,,,,,,,,,0.419,0.599,0.409,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,28,
,,,,,,,,,,0.422,0.603,0.419,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,28,
,,,,,,,,,,0.435,0.622,0.422,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,28,
,,,,,,,,,,0.436,0.622,0.435,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,28,
,,,,,,,,,,0.436,0.623,0.436,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,28,
CLOSE_AT_OR_ABOVE_FLOOR,,,,0.451,,SELL,,,0.44,,,,,,OWNER_R_EXIT_FLOOR_BREACH,,OWNER_R_EXIT_DECISION,28,
,,,OWNER_R_EXIT_FLOOR_BREACH,,APPROVE,,false,,,,,,,,,,OWNER_R_EXIT_DECISION,28,
,,,OWNER_R_EXIT_FLOOR_BREACH,,,,false,,,,,,,,,10009,OWNER_R_EXIT_CLOSE_APPROVED,28,
,,,OWNER_R_EXIT_GIVEBACK_45,,APPROVE,,false,,,,,,,,,,OWNER_R_EXIT_DECISION,30,
,,,OWNER_R_EXIT_GIVEBACK_45,,,,false,,,,,,,,,10009,OWNER_R_EXIT_CLOSE_APPROVED,30,
,,,,,,,,0.300,,,0.402,,GENERAL,,,,OWNER_R_EXIT_FLOOR_ARMED,32,
CLOSE_AT_OR_ABOVE_FLOOR,,,,0.324,,SELL,,,0.30,,,,,,OWNER_R_EXIT_FLOOR_BREACH,,OWNER_R_EXIT_DECISION,32,
,,,OWNER_R_EXIT_FLOOR_BREACH,,APPROVE,,false,,,,,,,,,,OWNER_R_EXIT_DECISION,32,
,,,OWNER_R_EXIT_FLOOR_BREACH,,,,false,,,,,,,,,10009,OWNER_R_EXIT_CLOSE_APPROVED,32,
,,,,,,,,0.300,,,0.406,,GENERAL,,,,OWNER_R_EXIT_FLOOR_ARMED,36,
,,,OWNER_R_EXIT_RUNNER_CONTINUATION_FAILED,,APPROVE,,false,,,,,,,,,,OWNER_R_EXIT_DECISION,36,
,,,OWNER_R_EXIT_RUNNER_CONTINUATION_FAILED,,,,false,,,,,,,,,10009,OWNER_R_EXIT_CLOSE_APPROVED,36,
,,,,,,,,0.300,,,0.411,,GENERAL,,,,OWNER_R_EXIT_FLOOR_ARMED,38,
,,,,,,,,,,0.354,0.506,0.300,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,38,
,,,,,,,,,,0.355,0.507,0.354,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,38,
,,,,,,,,,,0.355,0.507,0.355,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,38,
,,,,,,,,,,0.356,0.509,0.355,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,38,
,,,,,,,,,,0.356,0.509,0.356,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,38,
,,,,,,,,,,0.357,0.510,0.356,GENERAL,,,,OWNER_R_EXIT_FLOOR_RATCHET,38,
