position_id,campaign_id,leg_role,entry_source_path,direction,entry_time,entry_regime,frozen_owner_exit_profile,entry_price,original_sl,risk_distance,risk_usd,exit_time,exit_price,exit_authority,realized_profit_usd,realized_r_at_exit,peak_r_while_open,period_membership,total_favorable_r_at_5m,missed_r_5m,maximum_adverse_r_after_exit_5m,returned_to_entry_5m,crossed_original_sl_5m,path_classification_5m,observed_through_5m,total_favorable_r_at_10m,missed_r_10m,maximum_adverse_r_after_exit_10m,returned_to_entry_10m,crossed_original_sl_10m,path_classification_10m,observed_through_10m,total_favorable_r_at_15m,missed_r_15m,maximum_adverse_r_after_exit_15m,returned_to_entry_15m,crossed_original_sl_15m,path_classification_15m,observed_through_15m,total_favorable_r_at_20m,missed_r_20m,maximum_adverse_r_after_exit_20m,returned_to_entry_20m,crossed_original_sl_20m,path_classification_20m,observed_through_20m,total_favorable_r_at_30m,missed_r_30m,maximum_adverse_r_after_exit_30m,returned_to_entry_30m,crossed_original_sl_30m,path_classification_30m,observed_through_30m,total_favorable_r_at_60m,missed_r_60m,maximum_adverse_r_after_exit_60m,returned_to_entry_60m,crossed_original_sl_60m,path_classification_60m,observed_through_60m,clean_continuation_or_immediate_reversal
119,CAMP-47,PYRAMID,PYRAMID,BUY,2026.05.06 22:03:19,TREND_UP,TREND_UP,4690.51,4675.77576,14.73424,1001.93,2026.05.06 22:04:20,4691.97,PROFIT_CLOSE,99.28,0.099089,0.156778,FULL_90_DAYS+FIRST_60_DAYS,0.228719,0.12963,0.084836,False,False,CLEAN_CONTINUATION,2026.05.06 22:09:20,0.353598,0.254509,0.084836,False,False,CLEAN_CONTINUATION,2026.05.06 22:14:20,0.516484,0.417395,0.084836,False,False,CLEAN_CONTINUATION,2026.05.06 22:19:20,0.608108,0.509018,0.084836,False,False,CLEAN_CONTINUATION,2026.05.06 22:24:20,0.652901,0.553812,0.084836,False,False,CLEAN_CONTINUATION,2026.05.06 22:34:20,0.652901,0.553812,0.084836,False,False,CLEAN_CONTINUATION,2026.05.06 22:59:59,CLEAN_CONTINUATION
122,CAMP-48,CORE,FRESH,BUY,2026.05.07 21:03:00,TREND_UP,TREND_UP,4709.84,4680.93869,28.90131,1040.45,2026.05.08 01:00:15,4680.01,BROKER_SL,-1078.42,-1.036497,0.216945,FULL_90_DAYS+FIRST_60_DAYS,-0.547246,0.489251,0.059513,True,True,CLEAN_CONTINUATION,2026.05.08 01:05:15,-0.547246,0.489251,0.059513,True,True,CLEAN_CONTINUATION,2026.05.08 01:10:15,-0.408498,0.627999,0.059513,True,True,CLEAN_CONTINUATION,2026.05.08 01:15:15,-0.408498,0.627999,0.059513,True,True,CLEAN_CONTINUATION,2026.05.08 01:20:15,-0.365593,0.670904,0.059513,True,True,CLEAN_CONTINUATION,2026.05.08 01:30:15,-0.365593,0.670904,0.059513,True,True,CLEAN_CONTINUATION,2026.05.08 02:00:15,CLEAN_CONTINUATION
124,CAMP-49,CORE,FRESH,BUY,2026.05.08 01:33:15,TREND_UP,TREND_UP,4692.54,4673.5545,18.9855,930.29,2026.05.08 02:31:23,4695.8,PROFIT_CLOSE,159.74,0.17171,0.312344,FULL_90_DAYS+FIRST_60_DAYS,0.316031,0.144321,0.043718,False,False,CLEAN_CONTINUATION,2026.05.08 02:36:23,0.345,0.17329,0.043718,False,False,CLEAN_CONTINUATION,2026.05.08 02:41:23,0.379764,0.208054,0.043718,False,False,CLEAN_CONTINUATION,2026.05.08 02:46:22,0.579916,0.408206,0.043718,False,False,CLEAN_CONTINUATION,2026.05.08 02:51:23,0.736878,0.565168,0.043718,False,False,CLEAN_CONTINUATION,2026.05.08 03:01:23,0.899107,0.727397,0.09797,False,False,CLEAN_CONTINUATION,2026.05.08 03:31:23,CLEAN_CONTINUATION
126,CAMP-50,CORE,FRESH,BUY,2026.05.08 02:33:30,TREND_UP,TREND_UP,4697.4,4677.1467,20.2533,951.91,2026.05.08 03:00:34,4704.74,PROFIT_CLOSE,344.98,0.36241,0.450791,FULL_90_DAYS+FIRST_60_DAYS,0.431535,0.069125,0.157999,False,False,IMMEDIATE_REVERSAL,2026.05.08 03:05:33,0.552009,0.189599,0.157999,False,False,IMMEDIATE_REVERSAL,2026.05.08 03:10:34,0.602865,0.240455,0.301185,False,False,IMMEDIATE_REVERSAL,2026.05.08 03:15:34,0.602865,0.240455,0.533246,True,False,IMMEDIATE_REVERSAL,2026.05.08 03:20:34,0.602865,0.240455,0.533246,True,False,IMMEDIATE_REVERSAL,2026.05.08 03:30:34,0.602865,0.240455,0.533246,True,False,IMMEDIATE_REVERSAL,2026.05.08 04:00:34,IMMEDIATE_REVERSAL
127,CAMP-50,PYRAMID,PYRAMID,BUY,2026.05.08 02:53:02,TREND_UP,TREND_UP,4703.72,4676.02014,27.69986,941.8,2026.05.08 03:00:34,4704.74,PROFIT_CLOSE,34.68,0.036823,0.101444,FULL_90_DAYS+FIRST_60_DAYS,0.087365,0.050542,0.115524,True,False,IMMEDIATE_REVERSAL,2026.05.08 03:05:33,0.175452,0.138629,0.115524,True,False,IMMEDIATE_REVERSAL,2026.05.08 03:10:34,0.212636,0.175813,0.220218,True,False,IMMEDIATE_REVERSAL,2026.05.08 03:15:34,0.212636,0.175813,0.389894,True,False,IMMEDIATE_REVERSAL,2026.05.08 03:20:34,0.212636,0.175813,0.389894,True,False,IMMEDIATE_REVERSAL,2026.05.08 03:30:34,0.212636,0.175813,0.389894,True,False,IMMEDIATE_REVERSAL,2026.05.08 04:00:34,IMMEDIATE_REVERSAL
130,CAMP-51,CORE,FRESH,BUY,2026.05.08 03:03:30,TREND_UP,TREND_UP,4704.57,4675.89103,28.67897,975.09,2026.05.08 04:02:00,4710.54,PROFIT_CLOSE,202.98,0.208166,0.380766,FULL_90_DAYS+FIRST_60_DAYS,0.51257,0.304404,0.046027,False,False,CLEAN_CONTINUATION,2026.05.08 04:07:00,0.51257,0.304404,0.046027,False,False,CLEAN_CONTINUATION,2026.05.08 04:12:00,0.51257,0.304404,0.046027,False,False,CLEAN_CONTINUATION,2026.05.08 04:17:00,0.51257,0.304404,0.046027,False,False,CLEAN_CONTINUATION,2026.05.08 04:22:00,0.51257,0.304404,0.046027,False,False,CLEAN_CONTINUATION,2026.05.08 04:32:00,0.727013,0.518847,0.187245,False,False,CLEAN_CONTINUATION,2026.05.08 05:02:00,CLEAN_CONTINUATION
132,CAMP-52,CORE,FRESH,BUY,2026.05.08 04:33:30,TREND_UP,TREND_UP,4712.21,4692.51084,19.69916,1004.66,2026.05.08 05:00:12,4722.13,PROFIT_CLOSE,505.92,0.503574,0.670586,FULL_90_DAYS+FIRST_60_DAYS,1.044206,0.540632,0.030458,False,False,CLEAN_CONTINUATION,2026.05.08 05:05:12,1.044206,0.540632,0.030458,False,False,CLEAN_CONTINUATION,2026.05.08 05:10:12,1.044206,0.540632,0.030458,False,False,CLEAN_CONTINUATION,2026.05.08 05:15:12,1.044206,0.540632,0.19544,False,False,CLEAN_CONTINUATION,2026.05.08 05:20:12,1.044206,0.540632,0.19544,False,False,CLEAN_CONTINUATION,2026.05.08 05:30:12,1.044206,0.540632,0.767038,True,False,CLEAN_CONTINUATION,2026.05.08 06:00:12,CLEAN_CONTINUATION
133,CAMP-52,PYRAMID,PYRAMID,BUY,2026.05.08 04:36:01,TREND_UP,TREND_UP,4711.06,4692.74084,18.31916,1007.56,2026.05.08 05:00:12,4722.13,PROFIT_CLOSE,608.85,0.604284,0.783877,FULL_90_DAYS+FIRST_60_DAYS,1.185643,0.581359,0.032753,False,False,CLEAN_CONTINUATION,2026.05.08 05:05:12,1.185643,0.581359,0.032753,False,False,CLEAN_CONTINUATION,2026.05.08 05:10:12,1.185643,0.581359,0.032753,False,False,CLEAN_CONTINUATION,2026.05.08 05:15:12,1.185643,0.581359,0.210163,False,False,CLEAN_CONTINUATION,2026.05.08 05:20:12,1.185643,0.581359,0.210163,False,False,CLEAN_CONTINUATION,2026.05.08 05:30:12,1.185643,0.581359,0.82482,True,False,CLEAN_CONTINUATION,2026.05.08 06:00:12,CLEAN_CONTINUATION
134,CAMP-52,PYRAMID,PYRAMID,BUY,2026.05.08 04:51:03,TREND_UP,TREND_UP,4720.48,4700.45663,20.02337,1021.19,2026.05.08 05:00:12,4722.13,PROFIT_CLOSE,84.15,0.082404,0.246711,FULL_90_DAYS+FIRST_60_DAYS,0.614282,0.531878,0.029965,False,False,CLEAN_CONTINUATION,2026.05.08 05:05:12,0.614282,0.531878,0.029965,False,False,CLEAN_CONTINUATION,2026.05.08 05:10:12,0.614282,0.531878,0.029965,False,False,CLEAN_CONTINUATION,2026.05.08 05:15:12,0.614282,0.531878,0.192275,True,False,CLEAN_CONTINUATION,2026.05.08 05:20:12,0.614282,0.531878,0.192275,True,False,CLEAN_CONTINUATION,2026.05.08 05:30:12,0.614282,0.531878,0.754618,True,False,CLEAN_CONTINUATION,2026.05.08 06:00:12,CLEAN_CONTINUATION
139,CAMP-53,PYRAMID,PYRAMID,BUY,2026.05.08 05:07:42,TREND_UP,TREND_UP,4728.23,4698.88901,29.34099,1114.96,2026.05.08 10:25:32,4698.84,BROKER_SL,-1116.82,-1.00167,0.220851,FULL_90_DAYS+FIRST_60_DAYS,-0.695954,0.305716,0.048396,True,True,CLEAN_CONTINUATION,2026.05.08 10:30:32,-0.58621,0.41546,0.048396,True,True,CLEAN_CONTINUATION,2026.05.08 10:35:32,-0.557581,0.444089,0.048396,True,True,CLEAN_CONTINUATION,2026.05.08 10:40:32,-0.557581,0.444089,0.048396,True,True,CLEAN_CONTINUATION,2026.05.08 10:45:32,-0.498619,0.503051,0.048396,True,True,CLEAN_CONTINUATION,2026.05.08 10:55:32,-0.194949,0.806721,0.048396,True,True,CLEAN_CONTINUATION,2026.05.08 11:25:32,CLEAN_CONTINUATION
138,CAMP-53,CORE,FRESH,BUY,2026.05.08 05:03:43,TREND_UP,TREND_UP,4730.05,4698.52501,31.52499,1134.9,2026.05.08 10:25:35,4698.53,BROKER_SL,-1134.72,-0.999841,0.147819,FULL_90_DAYS+FIRST_60_DAYS,-0.705472,0.29437,0.03521,True,True,CLEAN_CONTINUATION,2026.05.08 10:30:35,-0.603331,0.396511,0.03521,True,True,CLEAN_CONTINUATION,2026.05.08 10:35:35,-0.576685,0.423156,0.03521,True,True,CLEAN_CONTINUATION,2026.05.08 10:40:35,-0.576685,0.423156,0.03521,True,True,CLEAN_CONTINUATION,2026.05.08 10:45:35,-0.521808,0.478034,0.03521,True,True,CLEAN_CONTINUATION,2026.05.08 10:55:35,-0.239175,0.760666,0.03521,True,True,CLEAN_CONTINUATION,2026.05.08 11:25:35,CLEAN_CONTINUATION
142,CAMP-54,CORE,FRESH,BUY,2026.05.11 01:33:00,TREND_UP,TREND_UP,4690.74,4674.15047,16.58953,912.42,2026.05.11 02:06:06,4694.11,PROFIT_CLOSE,185.35,0.203141,0.37373,FULL_90_DAYS+FIRST_60_DAYS,0.273064,0.069924,0.165164,False,False,IMMEDIATE_REVERSAL,2026.05.11 02:11:06,0.273064,0.069924,0.318273,True,False,IMMEDIATE_REVERSAL,2026.05.11 02:16:06,0.357455,0.154314,0.318273,True,False,IMMEDIATE_REVERSAL,2026.05.11 02:21:06,0.36288,0.159739,0.318273,True,False,IMMEDIATE_REVERSAL,2026.05.11 02:26:06,0.403267,0.200126,0.318273,True,False,IMMEDIATE_REVERSAL,2026.05.11 02:36:06,0.470176,0.267036,0.716717,True,False,IMMEDIATE_REVERSAL,2026.05.11 03:06:06,IMMEDIATE_REVERSAL
144,CAMP-55,CORE,FRESH,BUY,2026.05.11 04:33:00,TREND_DN,GENERAL,4695.94,4663.25513,32.68487,915.18,2026.05.11 08:43:20,4663.25,BROKER_SL,-915.32,-1.000156,0.179594,FULL_90_DAYS+FIRST_60_DAYS,-0.911736,0.08842,0.141962,True,True,IMMEDIATE_REVERSAL,2026.05.11 08:48:20,-0.911736,0.08842,0.320944,True,True,IMMEDIATE_REVERSAL,2026.05.11 08:53:20,-0.911736,0.08842,0.462293,True,True,IMMEDIATE_REVERSAL,2026.05.11 08:58:20,-0.911736,0.08842,0.462293,True,True,IMMEDIATE_REVERSAL,2026.05.11 09:03:20,-0.882059,0.118097,0.462293,True,True,IMMEDIATE_REVERSAL,2026.05.11 09:13:20,-0.659632,0.340525,0.462293,True,True,IMMEDIATE_REVERSAL,2026.05.11 09:43:20,IMMEDIATE_REVERSAL
146,CAMP-56,CORE,FRESH,BUY,2026.05.11 14:33:30,TREND_DN,GENERAL,4672.26,4656.83246,15.42754,833.09,2026.05.11 15:21:25,4678.44,PROFIT_CLOSE,333.72,0.400583,0.526981,FULL_90_DAYS+FIRST_60_DAYS,1.50186,1.101277,0.121212,False,False,IMMEDIATE_REVERSAL,2026.05.11 15:26:25,1.50186,1.101277,0.121212,False,False,IMMEDIATE_REVERSAL,2026.05.11 15:31:25,1.635388,1.234805,0.121212,False,False,IMMEDIATE_REVERSAL,2026.05.11 15:36:25,1.69567,1.295086,0.121212,False,False,IMMEDIATE_REVERSAL,2026.05.11 15:41:25,1.69567,1.295086,0.121212,False,False,IMMEDIATE_REVERSAL,2026.05.11 15:51:25,3.942949,3.542366,0.121212,False,False,IMMEDIATE_REVERSAL,2026.05.11 16:21:25,IMMEDIATE_REVERSAL
147,CAMP-56,PYRAMID,PYRAMID,BUY,2026.05.11 14:41:53,TREND_DN,GENERAL,4676.98,4655.86506,21.11494,823.48,2026.05.11 15:21:25,4678.44,PROFIT_CLOSE,56.94,0.069145,0.161497,FULL_90_DAYS+FIRST_60_DAYS,0.873789,0.804643,0.088563,True,False,CLEAN_CONTINUATION,2026.05.11 15:26:25,0.873789,0.804643,0.088563,True,False,CLEAN_CONTINUATION,2026.05.11 15:31:25,0.97135,0.902205,0.088563,True,False,CLEAN_CONTINUATION,2026.05.11 15:36:25,1.015395,0.946249,0.088563,True,False,CLEAN_CONTINUATION,2026.05.11 15:41:25,1.015395,0.946249,0.088563,True,False,CLEAN_CONTINUATION,2026.05.11 15:51:25,2.65736,2.588214,0.088563,True,False,CLEAN_CONTINUATION,2026.05.11 16:21:25,CLEAN_CONTINUATION
150,CAMP-57,CORE,FRESH,BUY,2026.05.12 08:33:30,TREND_UP,TREND_UP,4718.22,4705.55126,12.66874,874.14,2026.05.12 09:00:23,4705.23,BROKER_SL,-896.31,-1.025362,0.153133,FULL_90_DAYS+FIRST_60_DAYS,-0.60622,0.419142,0.090775,True,True,CLEAN_CONTINUATION,2026.05.12 09:05:23,-0.60622,0.419142,0.187075,True,True,CLEAN_CONTINUATION,2026.05.12 09:10:23,-0.60622,0.419142,0.187075,True,True,CLEAN_CONTINUATION,2026.05.12 09:15:23,-0.60622,0.419142,0.389936,True,True,CLEAN_CONTINUATION,2026.05.12 09:20:23,-0.60622,0.419142,0.79487,True,True,CLEAN_CONTINUATION,2026.05.12 09:30:23,-0.60622,0.419142,0.852492,True,True,CLEAN_CONTINUATION,2026.05.12 10:00:23,CLEAN_CONTINUATION
152,CAMP-58,CORE,FRESH,BUY,2026.05.12 12:33:30,CHOPPY,GENERAL,4702.39,4696.26186,6.12814,790.52,2026.05.12 12:33:57,4704.86,SL_MOD:PRIMARY_EXIT_FLOOR,318.63,0.403061,0.403061,FULL_90_DAYS+FIRST_60_DAYS,0.481388,0.078327,1.044362,True,False,IMMEDIATE_REVERSAL,2026.05.12 12:38:57,0.481388,0.078327,1.217335,True,False,IMMEDIATE_REVERSAL,2026.05.12 12:43:57,0.481388,0.078327,1.726461,True,True,IMMEDIATE_REVERSAL,2026.05.12 12:48:57,0.481388,0.078327,1.726461,True,True,IMMEDIATE_REVERSAL,2026.05.12 12:53:57,0.481388,0.078327,1.726461,True,True,IMMEDIATE_REVERSAL,2026.05.12 13:03:56,0.980724,0.577663,2.044665,True,True,IMMEDIATE_REVERSAL,2026.05.12 13:33:57,IMMEDIATE_REVERSAL
154,CAMP-59,CORE,FRESH,BUY,2026.05.12 13:03:00,TREND_DN,GENERAL,4703.34,4691.43506,11.90494,821.44,2026.05.12 13:08:55,4708.11,SL_MOD:PRIMARY_EXIT_FLOOR,329.13,0.400675,0.400675,FULL_90_DAYS+FIRST_60_DAYS,0.425035,0.02436,0.316675,False,False,IMMEDIATE_REVERSAL,2026.05.12 13:13:55,0.425035,0.02436,0.769428,True,False,IMMEDIATE_REVERSAL,2026.05.12 13:18:55,0.425035,0.02436,0.769428,True,False,IMMEDIATE_REVERSAL,2026.05.12 13:23:55,0.425035,0.02436,0.769428,True,False,IMMEDIATE_REVERSAL,2026.05.12 13:28:54,0.425035,0.02436,1.364139,True,False,IMMEDIATE_REVERSAL,2026.05.12 13:38:55,0.425035,0.02436,1.926931,True,True,IMMEDIATE_REVERSAL,2026.05.12 14:08:55,IMMEDIATE_REVERSAL
156,CAMP-60,CORE,FRESH,BUY,2026.05.12 14:33:30,TREND_DN,GENERAL,4699.5,4683.41644,16.08356,852.43,2026.05.12 14:44:52,4704.36,PROFIT_CLOSE,257.58,0.302171,0.410978,FULL_90_DAYS+FIRST_60_DAYS,0.479993,0.177821,0.108185,False,False,CLEAN_CONTINUATION,2026.05.12 14:49:52,0.527867,0.225696,0.108185,False,False,CLEAN_CONTINUATION,2026.05.12 14:54:52,0.603721,0.30155,0.108185,False,False,CLEAN_CONTINUATION,2026.05.12 14:59:52,0.603721,0.30155,0.108185,False,False,CLEAN_CONTINUATION,2026.05.12 15:04:52,0.603721,0.30155,0.366834,True,False,CLEAN_CONTINUATION,2026.05.12 15:14:52,0.603721,0.30155,0.917086,True,False,CLEAN_CONTINUATION,2026.05.12 15:44:52,CLEAN_CONTINUATION
157,CAMP-60,PYRAMID,PYRAMID,BUY,2026.05.12 14:41:57,TREND_DN,GENERAL,4704.47,4682.37989,22.09011,839.42,2026.05.12 14:44:55,4704.51,PROFIT_CLOSE,1.52,0.001811,0.074241,FULL_90_DAYS+FIRST_60_DAYS,0.12449,0.122679,0.085559,True,False,CLEAN_CONTINUATION,2026.05.12 14:49:55,0.159347,0.157537,0.085559,True,False,CLEAN_CONTINUATION,2026.05.12 14:54:55,0.214576,0.212765,0.085559,True,False,CLEAN_CONTINUATION,2026.05.12 14:59:55,0.214576,0.212765,0.085559,True,False,CLEAN_CONTINUATION,2026.05.12 15:04:55,0.214576,0.212765,0.273878,True,False,CLEAN_CONTINUATION,2026.05.12 15:14:55,0.214576,0.212765,0.67451,True,False,CLEAN_CONTINUATION,2026.05.12 15:44:55,CLEAN_CONTINUATION
161,CAMP-61,PYRAMID,PYRAMID,BUY,2026.05.12 15:54:11,TREND_DN,GENERAL,4710.65,4683.8459,26.8041,857.73,2026.05.12 16:15:48,4683.72,BROKER_SL,-861.76,-1.004697,0.012685,FULL_90_DAYS+FIRST_60_DAYS,-0.806966,0.197731,0.157066,True,True,IMMEDIATE_REVERSAL,2026.05.12 16:20:48,-0.565958,0.438739,0.157066,True,True,IMMEDIATE_REVERSAL,2026.05.12 16:25:48,-0.565958,0.438739,0.157066,True,True,IMMEDIATE_REVERSAL,2026.05.12 16:30:48,-0.565958,0.438739,0.157066,True,True,IMMEDIATE_REVERSAL,2026.05.12 16:35:48,-0.335023,0.669674,0.157066,True,True,IMMEDIATE_REVERSAL,2026.05.12 16:45:48,-0.335023,0.669674,0.290254,True,True,IMMEDIATE_REVERSAL,2026.05.12 17:15:48,IMMEDIATE_REVERSAL
160,CAMP-61,CORE,FRESH,BUY,2026.05.12 15:03:30,TREND_DN,GENERAL,4705.19,4682.26456,22.92544,871.17,2026.05.12 16:16:41,4682.24,BROKER_SL,-872.1,-1.001073,0.290507,FULL_90_DAYS+FIRST_60_DAYS,-0.668691,0.332382,0.119082,True,True,IMMEDIATE_REVERSAL,2026.05.12 16:21:41,-0.423549,0.577524,0.119082,True,True,IMMEDIATE_REVERSAL,2026.05.12 16:26:41,-0.423549,0.577524,0.119082,True,True,IMMEDIATE_REVERSAL,2026.05.12 16:31:41,-0.423549,0.577524,0.119082,True,True,IMMEDIATE_REVERSAL,2026.05.12 16:36:41,-0.153543,0.84753,0.119082,True,True,IMMEDIATE_REVERSAL,2026.05.12 16:46:41,-0.153543,0.84753,0.274804,True,True,IMMEDIATE_REVERSAL,2026.05.12 17:16:41,IMMEDIATE_REVERSAL
164,CAMP-62,CORE,FRESH,BUY,2026.05.12 20:33:00,TREND_DN,GENERAL,4678.56,4660.91657,17.64343,705.74,2026.05.12 21:42:26,4696.38,SL_MOD:PRIMARY_EXIT_FLOOR,712.8,1.010009,1.010009,FULL_90_DAYS+FIRST_60_DAYS,1.07689,0.06688,0.316265,False,False,IMMEDIATE_REVERSAL,2026.05.12 21:47:26,1.07689,0.06688,0.317965,False,False,IMMEDIATE_REVERSAL,2026.05.12 21:52:26,1.114864,0.104855,0.317965,False,False,IMMEDIATE_REVERSAL,2026.05.12 21:57:26,1.130734,0.120725,0.317965,False,False,IMMEDIATE_REVERSAL,2026.05.12 22:02:26,1.271863,0.261854,0.317965,False,False,IMMEDIATE_REVERSAL,2026.05.12 22:12:26,1.819376,0.809366,0.317965,False,False,IMMEDIATE_REVERSAL,2026.05.12 22:42:26,IMMEDIATE_REVERSAL
166,CAMP-63,CORE,FRESH,BUY,2026.05.13 03:33:00,CHOPPY,GENERAL,4720.78,4712.7742,8.0058,776.56,2026.05.13 03:41:02,4723.92,SL_MOD:PRIMARY_EXIT_FLOOR,304.58,0.392216,0.562092,FULL_90_DAYS+FIRST_60_DAYS,0.417198,0.024982,0.836893,True,False,IMMEDIATE_REVERSAL,2026.05.13 03:46:02,0.417198,0.024982,0.941817,True,False,IMMEDIATE_REVERSAL,2026.05.13 03:51:02,0.417198,0.024982,1.082965,True,False,IMMEDIATE_REVERSAL,2026.05.13 03:56:02,0.417198,0.024982,1.68253,True,True,IMMEDIATE_REVERSAL,2026.05.13 04:01:02,0.417198,0.024982,2.063504,True,True,IMMEDIATE_REVERSAL,2026.05.13 04:11:02,0.417198,0.024982,2.767993,True,True,IMMEDIATE_REVERSAL,2026.05.13 04:41:02,IMMEDIATE_REVERSAL
168,CAMP-64,CORE,FRESH,BUY,2026.05.13 18:33:00,TREND_DN,GENERAL,4690.61,4672.94806,17.66194,794.79,2026.05.13 18:41:00,4697.84,SL_MOD:PRIMARY_EXIT_FLOOR,325.35,0.409356,0.522028,FULL_90_DAYS+FIRST_60_DAYS,0.533351,0.123995,0.041332,False,False,CLEAN_CONTINUATION,2026.05.13 18:46:00,0.533351,0.123995,0.080399,False,False,CLEAN_CONTINUATION,2026.05.13 18:51:00,0.533351,0.123995,0.170989,False,False,CLEAN_CONTINUATION,2026.05.13 18:56:00,0.533351,0.123995,0.180614,False,False,CLEAN_CONTINUATION,2026.05.13 19:01:00,0.698678,0.289323,0.180614,False,False,CLEAN_CONTINUATION,2026.05.13 19:11:00,1.091047,0.681692,0.180614,False,False,CLEAN_CONTINUATION,2026.05.13 19:41:00,CLEAN_CONTINUATION
169,CAMP-64,PYRAMID,PYRAMID,BUY,2026.05.13 18:38:43,TREND_DN,GENERAL,4697.74,4671.52206,26.21794,786.54,2026.05.13 18:41:00,4697.84,PROFIT_CLOSE,3.0,0.003814,0.079717,FULL_90_DAYS+FIRST_60_DAYS,0.087345,0.083531,0.027844,True,False,NO_DECISIVE_0.10R_MOVE,2026.05.13 18:46:00,0.087345,0.083531,0.054161,True,False,NO_DECISIVE_0.10R_MOVE,2026.05.13 18:51:00,0.087345,0.083531,0.115188,True,False,IMMEDIATE_REVERSAL,2026.05.13 18:56:00,0.087345,0.083531,0.121672,True,False,IMMEDIATE_REVERSAL,2026.05.13 19:01:00,0.198719,0.194905,0.121672,True,False,IMMEDIATE_REVERSAL,2026.05.13 19:11:00,0.463042,0.459227,0.121672,True,False,IMMEDIATE_REVERSAL,2026.05.13 19:41:00,IMMEDIATE_REVERSAL
172,CAMP-65,CORE,FRESH,BUY,2026.05.13 19:33:00,TREND_DN,GENERAL,4703.9,4691.38031,12.51969,838.82,2026.05.13 20:34:18,4691.32,BROKER_SL,-842.86,-1.004816,0.063101,FULL_90_DAYS+FIRST_60_DAYS,-0.888999,0.115818,0.096648,True,True,CLEAN_CONTINUATION,2026.05.13 20:39:18,-0.814716,0.190101,0.096648,True,True,CLEAN_CONTINUATION,2026.05.13 20:44:18,-0.755609,0.249208,0.096648,True,True,CLEAN_CONTINUATION,2026.05.13 20:49:18,-0.755609,0.249208,0.193296,True,True,CLEAN_CONTINUATION,2026.05.13 20:54:18,-0.755609,0.249208,0.553528,True,True,CLEAN_CONTINUATION,2026.05.13 21:04:18,-0.755609,0.249208,0.553528,True,True,CLEAN_CONTINUATION,2026.05.13 21:34:18,CLEAN_CONTINUATION
174,CAMP-66,CORE,FRESH,BUY,2026.05.13 21:33:30,TREND_DN,GENERAL,4691.0,4682.05537,8.94463,760.29,2026.05.13 21:46:44,4681.81,BROKER_SL,-781.15,-1.027436,0.034658,FULL_90_DAYS+FIRST_60_DAYS,-0.904457,0.122979,0.46732,True,True,CLEAN_CONTINUATION,2026.05.13 21:51:44,-0.401361,0.626074,0.46732,True,True,CLEAN_CONTINUATION,2026.05.13 21:56:44,-0.394654,0.632782,0.46732,True,True,CLEAN_CONTINUATION,2026.05.13 22:01:44,-0.394654,0.632782,0.46732,True,True,CLEAN_CONTINUATION,2026.05.13 22:06:44,-0.205713,0.821722,0.46732,True,True,CLEAN_CONTINUATION,2026.05.13 22:16:44,-0.053667,0.973769,0.46732,True,True,CLEAN_CONTINUATION,2026.05.13 22:46:44,CLEAN_CONTINUATION
176,CAMP-67,CORE,FRESH,BUY,2026.05.13 22:33:00,TREND_DN,GENERAL,4686.85,4674.72876,12.12124,678.79,2026.05.14 01:00:51,4692.09,SL_MOD:PRIMARY_EXIT_FLOOR,272.27,0.401112,0.401112,FULL_90_DAYS+FIRST_60_DAYS,0.557037,0.155925,0.235124,False,False,CLEAN_CONTINUATION,2026.05.14 01:05:48,0.557037,0.155925,0.263174,False,False,CLEAN_CONTINUATION,2026.05.14 01:10:51,0.557037,0.155925,0.263174,False,False,CLEAN_CONTINUATION,2026.05.14 01:15:49,0.725337,0.324224,0.263174,False,False,CLEAN_CONTINUATION,2026.05.14 01:20:51,0.944786,0.543674,0.263174,False,False,CLEAN_CONTINUATION,2026.05.14 01:30:51,1.104836,0.703723,0.263174,False,False,CLEAN_CONTINUATION,2026.05.14 02:00:51,CLEAN_CONTINUATION
178,CAMP-68,CORE,FRESH,BUY,2026.05.14 01:33:30,TREND_DN,GENERAL,4696.57,4686.4093,10.1607,701.09,2026.05.14 01:45:36,4698.64,PROFIT_CLOSE,142.83,0.203726,0.371037,FULL_90_DAYS+FIRST_60_DAYS,0.282461,0.078735,0.196837,False,False,IMMEDIATE_REVERSAL,2026.05.14 01:50:36,0.396626,0.1929,0.196837,False,False,IMMEDIATE_REVERSAL,2026.05.14 01:55:36,0.396626,0.1929,0.196837,False,False,IMMEDIATE_REVERSAL,2026.05.14 02:00:36,0.437962,0.234236,0.196837,False,False,IMMEDIATE_REVERSAL,2026.05.14 02:05:36,0.545238,0.341512,0.196837,False,False,IMMEDIATE_REVERSAL,2026.05.14 02:15:36,0.545238,0.341512,0.424183,True,False,IMMEDIATE_REVERSAL,2026.05.14 02:45:36,IMMEDIATE_REVERSAL
