m10_candle_close_time,scan_ran,process_count,indicator_readiness,setup_scores,buy_score,sell_score,preferred_direction,setup_selected,candidate_created,candidate_not_created_reason,grade,session,regime,location,m10_decision,transition_state,permanent_block_result,owner_location_block_result,normal_gate_result,execution_timer_result,order_send_result,broker_retcode,evidence_id,freshness,data_state
2026.07.27 03:50:00,NO,0,NOT_EVALUATED,NOT_EVALUATED,,,,NONE,NO,EA_NOT_ATTACHED,NOT_CLASSIFIED,ASIA,NOT_CLASSIFIED,NOT_CLASSIFIED,NOT_EVALUATED,NOT_EVALUATED,NOT_REACHED,NOT_REACHED,NOT_REACHED,NOT_STARTED,NOT_REACHED,NOT_ATTEMPTED,,,
2026.07.27 04:00:00,NO,0,NOT_EVALUATED,NOT_EVALUATED,,,,NONE,NO,EA_NOT_ATTACHED,NOT_CLASSIFIED,ASIA,NOT_CLASSIFIED,NOT_CLASSIFIED,NOT_EVALUATED,NOT_EVALUATED,NOT_REACHED,NOT_REACHED,NOT_REACHED,NOT_STARTED,NOT_REACHED,NOT_ATTEMPTED,,,
2026.07.27 04:10:00,NO,0,NOT_EVALUATED,NOT_EVALUATED,,,,NONE,NO,EA_NOT_ATTACHED,NOT_CLASSIFIED,ASIA,NOT_CLASSIFIED,NOT_CLASSIFIED,NOT_EVALUATED,NOT_EVALUATED,NOT_REACHED,NOT_REACHED,NOT_REACHED,NOT_STARTED,NOT_REACHED,NOT_ATTEMPTED,,,
2026.07.27 04:20:00,NO,0,NOT_EVALUATED,NOT_EVALUATED,,,,NONE,NO,EA_NOT_ATTACHED,NOT_CLASSIFIED,ASIA,NOT_CLASSIFIED,NOT_CLASSIFIED,NOT_EVALUATED,NOT_EVALUATED,NOT_REACHED,NOT_REACHED,NOT_REACHED,NOT_STARTED,NOT_REACHED,NOT_ATTEMPTED,,,
2026.07.27 04:30:00,NO,0,NOT_EVALUATED,NOT_EVALUATED,,,,NONE,NO,EA_NOT_ATTACHED,NOT_CLASSIFIED,ASIA,NOT_CLASSIFIED,NOT_CLASSIFIED,NOT_EVALUATED,NOT_EVALUATED,NOT_REACHED,NOT_REACHED,NOT_REACHED,NOT_STARTED,NOT_REACHED,NOT_ATTEMPTED,,,
2026.07.27 04:40:00,NO,0,NOT_EVALUATED,NOT_EVALUATED,,,,NONE,NO,EA_NOT_ATTACHED,NOT_CLASSIFIED,ASIA,NOT_CLASSIFIED,NOT_CLASSIFIED,NOT_EVALUATED,NOT_EVALUATED,NOT_REACHED,NOT_REACHED,NOT_REACHED,NOT_STARTED,NOT_REACHED,NOT_ATTEMPTED,,,
2026.07.27 04:50:00,NO,0,NOT_EVALUATED,NOT_EVALUATED,,,,NONE,NO,EA_NOT_ATTACHED,NOT_CLASSIFIED,ASIA,NOT_CLASSIFIED,NOT_CLASSIFIED,NOT_EVALUATED,NOT_EVALUATED,NOT_REACHED,NOT_REACHED,NOT_REACHED,NOT_STARTED,NOT_REACHED,NOT_ATTEMPTED,,,
2026.07.27 05:00:00,NO,0,NOT_EVALUATED,NOT_EVALUATED,,,,NONE,NO,EA_NOT_ATTACHED,NOT_CLASSIFIED,ASIA,NOT_CLASSIFIED,NOT_CLASSIFIED,NOT_EVALUATED,NOT_EVALUATED,NOT_REACHED,NOT_REACHED,NOT_REACHED,NOT_STARTED,NOT_REACHED,NOT_ATTEMPTED,,,
2026.07.27 05:10:00,NO,0,NOT_EVALUATED,NOT_EVALUATED,,,,NONE,NO,EA_NOT_ATTACHED,NOT_CLASSIFIED,ASIA,NOT_CLASSIFIED,NOT_CLASSIFIED,NOT_EVALUATED,NOT_EVALUATED,NOT_REACHED,NOT_REACHED,NOT_REACHED,NOT_STARTED,NOT_REACHED,NOT_ATTEMPTED,,,
2026.07.27 05:20:00,NO,0,NOT_EVALUATED,NOT_EVALUATED,,,,NONE,NO,EA_NOT_ATTACHED,NOT_CLASSIFIED,ASIA,NOT_CLASSIFIED,NOT_CLASSIFIED,NOT_EVALUATED,NOT_EVALUATED,NOT_REACHED,NOT_REACHED,NOT_REACHED,NOT_STARTED,NOT_REACHED,NOT_ATTEMPTED,,,
2026.07.27 05:30:00,NO,0,NOT_EVALUATED,NOT_EVALUATED,,,,NONE,NO,EA_NOT_ATTACHED,NOT_CLASSIFIED,ASIA,NOT_CLASSIFIED,NOT_CLASSIFIED,NOT_EVALUATED,NOT_EVALUATED,NOT_REACHED,NOT_REACHED,NOT_REACHED,NOT_STARTED,NOT_REACHED,NOT_ATTEMPTED,,,
2026.07.27 05:40:00,NO,0,NOT_EVALUATED,NOT_EVALUATED,,,,NONE,NO,EA_NOT_ATTACHED,NOT_CLASSIFIED,ASIA,NOT_CLASSIFIED,NOT_CLASSIFIED,NOT_EVALUATED,NOT_EVALUATED,NOT_REACHED,NOT_REACHED,NOT_REACHED,NOT_STARTED,NOT_REACHED,NOT_ATTEMPTED,,,
2026.07.27 05:50:00,NO,0,NOT_EVALUATED,NOT_EVALUATED,,,,NONE,NO,EA_NOT_ATTACHED,NOT_CLASSIFIED,ASIA,NOT_CLASSIFIED,NOT_CLASSIFIED,NOT_EVALUATED,NOT_EVALUATED,NOT_REACHED,NOT_REACHED,NOT_REACHED,NOT_STARTED,NOT_REACHED,NOT_ATTEMPTED,,,
2026.07.27 06:00:00,NO,0,NOT_EVALUATED,NOT_EVALUATED,,,,NONE,NO,EA_NOT_ATTACHED,NOT_CLASSIFIED,ASIA,NOT_CLASSIFIED,NOT_CLASSIFIED,NOT_EVALUATED,NOT_EVALUATED,NOT_REACHED,NOT_REACHED,NOT_REACHED,NOT_STARTED,NOT_REACHED,NOT_ATTEMPTED,,,
2026.07.27 06:10:00,NO,0,NOT_EVALUATED,NOT_EVALUATED,,,,NONE,NO,EA_NOT_ATTACHED,NOT_CLASSIFIED,ASIA,NOT_CLASSIFIED,NOT_CLASSIFIED,NOT_EVALUATED,NOT_EVALUATED,NOT_REACHED,NOT_REACHED,NOT_REACHED,NOT_STARTED,NOT_REACHED,NOT_ATTEMPTED,,,
2026.07.27 06:20:00,NO,0,NOT_EVALUATED,NOT_EVALUATED,,,,NONE,NO,EA_NOT_ATTACHED,NOT_CLASSIFIED,ASIA,NOT_CLASSIFIED,NOT_CLASSIFIED,NOT_EVALUATED,NOT_EVALUATED,NOT_REACHED,NOT_REACHED,NOT_REACHED,NOT_STARTED,NOT_REACHED,NOT_ATTEMPTED,,,
2026.07.27 06:30:00,NO,0,NOT_EVALUATED,NOT_EVALUATED,,,,NONE,NO,EA_NOT_ATTACHED,NOT_CLASSIFIED,ASIA,NOT_CLASSIFIED,NOT_CLASSIFIED,NOT_EVALUATED,NOT_EVALUATED,NOT_REACHED,NOT_REACHED,NOT_REACHED,NOT_STARTED,NOT_REACHED,NOT_ATTEMPTED,,,
2026.07.27 06:40:00,NO,0,NOT_EVALUATED,NOT_EVALUATED,,,,NONE,NO,EA_NOT_ATTACHED,NOT_CLASSIFIED,ASIA,NOT_CLASSIFIED,NOT_CLASSIFIED,NOT_EVALUATED,NOT_EVALUATED,NOT_REACHED,NOT_REACHED,NOT_REACHED,NOT_STARTED,NOT_REACHED,NOT_ATTEMPTED,,,
2026.07.27 06:50:00,NO,0,NOT_EVALUATED,NOT_EVALUATED,,,,NONE,NO,EA_NOT_ATTACHED,NOT_CLASSIFIED,ASIA,NOT_CLASSIFIED,NOT_CLASSIFIED,NOT_EVALUATED,NOT_EVALUATED,NOT_REACHED,NOT_REACHED,NOT_REACHED,NOT_STARTED,NOT_REACHED,NOT_ATTEMPTED,,,
2026.07.27 07:00:00,NO,0,NOT_EVALUATED,NOT_EVALUATED,,,,NONE,NO,EA_NOT_ATTACHED,NOT_CLASSIFIED,LDN,NOT_CLASSIFIED,NOT_CLASSIFIED,NOT_EVALUATED,NOT_EVALUATED,NOT_REACHED,NOT_REACHED,NOT_REACHED,NOT_STARTED,NOT_REACHED,NOT_ATTEMPTED,,,
2026.07.27 07:10:00,NO,0,NOT_EVALUATED,NOT_EVALUATED,,,,NONE,NO,EA_NOT_ATTACHED,NOT_CLASSIFIED,LDN,NOT_CLASSIFIED,NOT_CLASSIFIED,NOT_EVALUATED,NOT_EVALUATED,NOT_REACHED,NOT_REACHED,NOT_REACHED,NOT_STARTED,NOT_REACHED,NOT_ATTEMPTED,,,
2026.07.27 07:20:00,NO,0,NOT_EVALUATED,NOT_EVALUATED,,,,NONE,NO,EA_NOT_ATTACHED,NOT_CLASSIFIED,LDN,NOT_CLASSIFIED,NOT_CLASSIFIED,NOT_EVALUATED,NOT_EVALUATED,NOT_REACHED,NOT_REACHED,NOT_REACHED,NOT_STARTED,NOT_REACHED,NOT_ATTEMPTED,,,
2026.07.27 07:30:00,NO,0,NOT_EVALUATED,NOT_EVALUATED,,,,NONE,NO,EA_NOT_ATTACHED,NOT_CLASSIFIED,LDN,NOT_CLASSIFIED,NOT_CLASSIFIED,NOT_EVALUATED,NOT_EVALUATED,NOT_REACHED,NOT_REACHED,NOT_REACHED,NOT_STARTED,NOT_REACHED,NOT_ATTEMPTED,,,
2026.07.27 07:40:00,NO,0,NOT_EVALUATED,NOT_EVALUATED,,,,NONE,NO,EA_NOT_ATTACHED,NOT_CLASSIFIED,LDN,NOT_CLASSIFIED,NOT_CLASSIFIED,NOT_EVALUATED,NOT_EVALUATED,NOT_REACHED,NOT_REACHED,NOT_REACHED,NOT_STARTED,NOT_REACHED,NOT_ATTEMPTED,,,
2026.07.27 07:50:00,NO,0,NOT_EVALUATED,NOT_EVALUATED,,,,NONE,NO,EA_NOT_ATTACHED,NOT_CLASSIFIED,LDN,NOT_CLASSIFIED,NOT_CLASSIFIED,NOT_EVALUATED,NOT_EVALUATED,NOT_REACHED,NOT_REACHED,NOT_REACHED,NOT_STARTED,NOT_REACHED,NOT_ATTEMPTED,,,
2026.07.27 08:00:00,NO,0,NOT_EVALUATED,NOT_EVALUATED,,,,NONE,NO,EA_NOT_ATTACHED,NOT_CLASSIFIED,LDN,NOT_CLASSIFIED,NOT_CLASSIFIED,NOT_EVALUATED,NOT_EVALUATED,NOT_REACHED,NOT_REACHED,NOT_REACHED,NOT_STARTED,NOT_REACHED,NOT_ATTEMPTED,,,
2026.07.27 08:10:00,NO,0,NOT_EVALUATED,NOT_EVALUATED,,,,NONE,NO,EA_NOT_ATTACHED,NOT_CLASSIFIED,LDN,NOT_CLASSIFIED,NOT_CLASSIFIED,NOT_EVALUATED,NOT_EVALUATED,NOT_REACHED,NOT_REACHED,NOT_REACHED,NOT_STARTED,NOT_REACHED,NOT_ATTEMPTED,,,
2026.07.27 08:20:00,NO,0,NOT_EVALUATED,NOT_EVALUATED,,,,NONE,NO,EA_NOT_ATTACHED,NOT_CLASSIFIED,LDN,NOT_CLASSIFIED,NOT_CLASSIFIED,NOT_EVALUATED,NOT_EVALUATED,NOT_REACHED,NOT_REACHED,NOT_REACHED,NOT_STARTED,NOT_REACHED,NOT_ATTEMPTED,,,
2026.07.27 08:30:00,NO,0,NOT_EVALUATED,NOT_EVALUATED,,,,NONE,NO,EA_NOT_ATTACHED,NOT_CLASSIFIED,LDN,NOT_CLASSIFIED,NOT_CLASSIFIED,NOT_EVALUATED,NOT_EVALUATED,NOT_REACHED,NOT_REACHED,NOT_REACHED,NOT_STARTED,NOT_REACHED,NOT_ATTEMPTED,,,
2026.07.27 08:40:00,NO,0,NOT_EVALUATED,NOT_EVALUATED,,,,NONE,NO,EA_NOT_ATTACHED,NOT_CLASSIFIED,LDN,NOT_CLASSIFIED,NOT_CLASSIFIED,NOT_EVALUATED,NOT_EVALUATED,NOT_REACHED,NOT_REACHED,NOT_REACHED,NOT_STARTED,NOT_REACHED,NOT_ATTEMPTED,,,
2026.07.27 08:50:00,NO,0,NOT_EVALUATED,NOT_EVALUATED,,,,NONE,NO,EA_NOT_ATTACHED,NOT_CLASSIFIED,LDN,NOT_CLASSIFIED,NOT_CLASSIFIED,NOT_EVALUATED,NOT_EVALUATED,NOT_REACHED,NOT_REACHED,NOT_REACHED,NOT_STARTED,NOT_REACHED,NOT_ATTEMPTED,,,
2026.07.27 09:00:00,NO,0,NOT_EVALUATED,NOT_EVALUATED,,,,NONE,NO,EA_NOT_ATTACHED,NOT_CLASSIFIED,LDN,NOT_CLASSIFIED,NOT_CLASSIFIED,NOT_EVALUATED,NOT_EVALUATED,NOT_REACHED,NOT_REACHED,NOT_REACHED,NOT_STARTED,NOT_REACHED,NOT_ATTEMPTED,,,
2026.07.27 09:10:00,NO,0,NOT_EVALUATED,NOT_EVALUATED,,,,NONE,NO,EA_NOT_ATTACHED,NOT_CLASSIFIED,LDN,NOT_CLASSIFIED,NOT_CLASSIFIED,NOT_EVALUATED,NOT_EVALUATED,NOT_REACHED,NOT_REACHED,NOT_REACHED,NOT_STARTED,NOT_REACHED,NOT_ATTEMPTED,,,
2026.07.27 09:20:00,NO,0,NOT_EVALUATED,NOT_EVALUATED,,,,NONE,NO,EA_NOT_ATTACHED,NOT_CLASSIFIED,LDN,NOT_CLASSIFIED,NOT_CLASSIFIED,NOT_EVALUATED,NOT_EVALUATED,NOT_REACHED,NOT_REACHED,NOT_REACHED,NOT_STARTED,NOT_REACHED,NOT_ATTEMPTED,,,
2026.07.27 09:30:00,NO,0,NOT_EVALUATED,NOT_EVALUATED,,,,NONE,NO,EA_NOT_ATTACHED,NOT_CLASSIFIED,LDN,NOT_CLASSIFIED,NOT_CLASSIFIED,NOT_EVALUATED,NOT_EVALUATED,NOT_REACHED,NOT_REACHED,NOT_REACHED,NOT_STARTED,NOT_REACHED,NOT_ATTEMPTED,,,
2026.07.27 09:40:00,NO,0,NOT_EVALUATED,NOT_EVALUATED,,,,NONE,NO,EA_NOT_ATTACHED,NOT_CLASSIFIED,LDN,NOT_CLASSIFIED,NOT_CLASSIFIED,NOT_EVALUATED,NOT_EVALUATED,NOT_REACHED,NOT_REACHED,NOT_REACHED,NOT_STARTED,NOT_REACHED,NOT_ATTEMPTED,,,
2026.07.27 09:50:00,NO,0,NOT_EVALUATED,NOT_EVALUATED,,,,NONE,NO,EA_NOT_ATTACHED,NOT_CLASSIFIED,LDN,NOT_CLASSIFIED,NOT_CLASSIFIED,NOT_EVALUATED,NOT_EVALUATED,NOT_REACHED,NOT_REACHED,NOT_REACHED,NOT_STARTED,NOT_REACHED,NOT_ATTEMPTED,,,
2026.07.27 10:00:00,NO,0,NOT_EVALUATED,NOT_EVALUATED,,,,NONE,NO,EA_NOT_ATTACHED,NOT_CLASSIFIED,LDN,NOT_CLASSIFIED,NOT_CLASSIFIED,NOT_EVALUATED,NOT_EVALUATED,NOT_REACHED,NOT_REACHED,NOT_REACHED,NOT_STARTED,NOT_REACHED,NOT_ATTEMPTED,,,
2026.07.27 10:10:00,NO,0,NOT_EVALUATED,NOT_EVALUATED,,,,NONE,NO,EA_NOT_ATTACHED,NOT_CLASSIFIED,LDN,NOT_CLASSIFIED,NOT_CLASSIFIED,NOT_EVALUATED,NOT_EVALUATED,NOT_REACHED,NOT_REACHED,NOT_REACHED,NOT_STARTED,NOT_REACHED,NOT_ATTEMPTED,,,
2026.07.27 10:20:00,NO,0,NOT_EVALUATED,NOT_EVALUATED,,,,NONE,NO,EA_NOT_ATTACHED,NOT_CLASSIFIED,FIX,NOT_CLASSIFIED,NOT_CLASSIFIED,NOT_EVALUATED,NOT_EVALUATED,NOT_REACHED,NOT_REACHED,NOT_REACHED,NOT_STARTED,NOT_REACHED,NOT_ATTEMPTED,,,
2026.07.27 10:30:00,NO,0,NOT_EVALUATED,NOT_EVALUATED,,,,NONE,NO,EA_NOT_ATTACHED,NOT_CLASSIFIED,FIX,NOT_CLASSIFIED,NOT_CLASSIFIED,NOT_EVALUATED,NOT_EVALUATED,NOT_REACHED,NOT_REACHED,NOT_REACHED,NOT_STARTED,NOT_REACHED,NOT_ATTEMPTED,,,
2026.07.27 10:40:00,NO,0,NOT_EVALUATED,NOT_EVALUATED,,,,NONE,NO,EA_NOT_ATTACHED,NOT_CLASSIFIED,FIX,NOT_CLASSIFIED,NOT_CLASSIFIED,NOT_EVALUATED,NOT_EVALUATED,NOT_REACHED,NOT_REACHED,NOT_REACHED,NOT_STARTED,NOT_REACHED,NOT_ATTEMPTED,,,
2026.07.27 10:50:00,NO,0,NOT_EVALUATED,NOT_EVALUATED,,,,NONE,NO,EA_NOT_ATTACHED,NOT_CLASSIFIED,FIX,NOT_CLASSIFIED,NOT_CLASSIFIED,NOT_EVALUATED,NOT_EVALUATED,NOT_REACHED,NOT_REACHED,NOT_REACHED,NOT_STARTED,NOT_REACHED,NOT_ATTEMPTED,,,
2026.07.27 11:00:00,NO,0,NOT_EVALUATED,NOT_EVALUATED,,,,NONE,NO,EA_NOT_ATTACHED,NOT_CLASSIFIED,LDN,NOT_CLASSIFIED,NOT_CLASSIFIED,NOT_EVALUATED,NOT_EVALUATED,NOT_REACHED,NOT_REACHED,NOT_REACHED,NOT_STARTED,NOT_REACHED,NOT_ATTEMPTED,,,
2026.07.27 11:10:00,NO,0,NOT_EVALUATED,NOT_EVALUATED,,,,NONE,NO,EA_NOT_ATTACHED,NOT_CLASSIFIED,LDN,NOT_CLASSIFIED,NOT_CLASSIFIED,NOT_EVALUATED,NOT_EVALUATED,NOT_REACHED,NOT_REACHED,NOT_REACHED,NOT_STARTED,NOT_REACHED,NOT_ATTEMPTED,,,
2026.07.27 11:20:00,NO,0,NOT_EVALUATED,NOT_EVALUATED,,,,NONE,NO,EA_NOT_ATTACHED,NOT_CLASSIFIED,LDN,NOT_CLASSIFIED,NOT_CLASSIFIED,NOT_EVALUATED,NOT_EVALUATED,NOT_REACHED,NOT_REACHED,NOT_REACHED,NOT_STARTED,NOT_REACHED,NOT_ATTEMPTED,,,
2026.07.27 11:30:00,NO,0,NOT_EVALUATED,NOT_EVALUATED,,,,NONE,NO,EA_NOT_ATTACHED,NOT_CLASSIFIED,LDN,NOT_CLASSIFIED,NOT_CLASSIFIED,NOT_EVALUATED,NOT_EVALUATED,NOT_REACHED,NOT_REACHED,NOT_REACHED,NOT_STARTED,NOT_REACHED,NOT_ATTEMPTED,,,
2026.07.27 11:40:00,NO,0,NOT_EVALUATED,NOT_EVALUATED,,,,NONE,NO,EA_NOT_ATTACHED,NOT_CLASSIFIED,LDN,NOT_CLASSIFIED,NOT_CLASSIFIED,NOT_EVALUATED,NOT_EVALUATED,NOT_REACHED,NOT_REACHED,NOT_REACHED,NOT_STARTED,NOT_REACHED,NOT_ATTEMPTED,,,
2026.07.27 11:50:00,NO,0,NOT_EVALUATED,NOT_EVALUATED,,,,NONE,NO,EA_NOT_ATTACHED,NOT_CLASSIFIED,LDN,NOT_CLASSIFIED,NOT_CLASSIFIED,NOT_EVALUATED,NOT_EVALUATED,NOT_REACHED,NOT_REACHED,NOT_REACHED,NOT_STARTED,NOT_REACHED,NOT_ATTEMPTED,,,
2026.07.27 12:00:00,NO,0,NOT_EVALUATED,NOT_EVALUATED,,,,NONE,NO,EA_NOT_ATTACHED,NOT_CLASSIFIED,LDN,NOT_CLASSIFIED,NOT_CLASSIFIED,NOT_EVALUATED,NOT_EVALUATED,NOT_REACHED,NOT_REACHED,NOT_REACHED,NOT_STARTED,NOT_REACHED,NOT_ATTEMPTED,,,
2026.07.27 12:10:00,NO,0,NOT_EVALUATED,NOT_EVALUATED,,,,NONE,NO,EA_NOT_ATTACHED,NOT_CLASSIFIED,LDN,NOT_CLASSIFIED,NOT_CLASSIFIED,NOT_EVALUATED,NOT_EVALUATED,NOT_REACHED,NOT_REACHED,NOT_REACHED,NOT_STARTED,NOT_REACHED,NOT_ATTEMPTED,,,
2026.07.27 12:20:00,NO,0,NOT_EVALUATED,NOT_EVALUATED,,,,NONE,NO,EA_NOT_ATTACHED,NOT_CLASSIFIED,LDN,NOT_CLASSIFIED,NOT_CLASSIFIED,NOT_EVALUATED,NOT_EVALUATED,NOT_REACHED,NOT_REACHED,NOT_REACHED,NOT_STARTED,NOT_REACHED,NOT_ATTEMPTED,,,
2026.07.27 12:30:00,NO,0,NOT_EVALUATED,NOT_EVALUATED,,,,NONE,NO,EA_NOT_ATTACHED,NOT_CLASSIFIED,LDN,NOT_CLASSIFIED,NOT_CLASSIFIED,NOT_EVALUATED,NOT_EVALUATED,NOT_REACHED,NOT_REACHED,NOT_REACHED,NOT_STARTED,NOT_REACHED,NOT_ATTEMPTED,,,
2026.07.27 12:40:00,NO,0,NOT_EVALUATED,NOT_EVALUATED,,,,NONE,NO,EA_NOT_ATTACHED,NOT_CLASSIFIED,LDN,NOT_CLASSIFIED,NOT_CLASSIFIED,NOT_EVALUATED,NOT_EVALUATED,NOT_REACHED,NOT_REACHED,NOT_REACHED,NOT_STARTED,NOT_REACHED,NOT_ATTEMPTED,,,
2026.07.27 12:50:00,NO,0,NOT_EVALUATED,NOT_EVALUATED,,,,NONE,NO,EA_NOT_ATTACHED,NOT_CLASSIFIED,LDN,NOT_CLASSIFIED,NOT_CLASSIFIED,NOT_EVALUATED,NOT_EVALUATED,NOT_REACHED,NOT_REACHED,NOT_REACHED,NOT_STARTED,NOT_REACHED,NOT_ATTEMPTED,,,
